ms,cci,title,fund,category_of_region,year,dimension_type,dimension_code,dimension_title,eu_cofinancing_rate,total_eligible_costs_selected_fin_data,eu_eligible_costs_selected_fin_data_notional,total_elig_expenditure_declared_fin_data,eu_elig_expenditure_declared_fin_data_notional,reference_date
PT,2014PT16M2OP006,Madeira - ERDF/ESF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99998757,6035295.68,5130001.33,3775789.24,3209420.85,2020-12-31T00:00:00.000
FR,2014FR16M2OP009,Poitou-Charentes - ERDF/ESF,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999442,28251097.12,16950658.27,14255884.37,8553530.62,2021-12-31T00:00:00.000
IT,2014IT16RFOP020,Valle d'Aosta - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,13190000,6595000,4178022,2089011,2016-12-31T00:00:00.000
UK,2014UK16RFOP001,England - ERDF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,23612935,18890348,19556233,15644986.4,2021-12-31T00:00:00.000
ES,2014ES16RFOP015,Galicia  - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,193217978.24,154574382.59,127303164.9,101842531.92,2021-12-31T00:00:00.000
IT,2014IT16M2OP003,Legality - IT - ERDF/ESF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,74.99999945,87613706,65710279.5,38279734,28709800.5,2020-12-31T00:00:00.000
SE,2014SE16RFOP007,Central Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,61671914,30835957,44807809,22403904.5,2021-12-31T00:00:00.000
IT,2014IT16RFOP019,Umbria - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,21596992.1,10798496.05,11186976.11,5593488.06,2019-12-31T00:00:00.000
IT,2014IT16RFOP022,Basilicata - ERDF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,75,39900862,29925646.5,16806195,12604646.25,2018-12-31T00:00:00.000
SE,2014SE16RFOP007,Central Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,55423846,27711923,24287663,12143831.5,2019-12-31T00:00:00.000
ES,2014ES16RFOP003,Andalucía  - ERDF,ERDF,Transition,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,245357059.66,196285647.73,68806779.45,55045423.56,2020-12-31T00:00:00.000
SK,2014SK16M1OP001,Integrated Infrastructure - SK - ERDF/CF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999992,781529187.58,664299809.44,169170922.22,143795283.89,2020-12-31T00:00:00.000
PT,2014PT16M2OP007,Algarve - ERDF/ESF,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,11245827.52,8996662.02,4747049.51,3797639.61,2018-12-31T00:00:00.000
ES,2014ES16RFOP010,Castilla-La Mancha  - ERDF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999956,9369160.76,7495328.61,6208640.71,4966912.57,2017-12-31T00:00:00.000
FR,2014FR05M0OP001,Île-de-France et Seine - ESF/ERDF/YEI,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,80251891.43,32100756.57,46921801.64,18768720.66,2019-12-31T00:00:00.000
FR,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,30.91396176,33455910,10371332.1,12118969.1,3756880.42,2017-12-31T00:00:00.000
IT,2014IT16RFOP019,Umbria - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,19624992.1,9812496.05,3903314.12,1951657.06,2018-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999952,171993208.35,146194227.1,124748478.39,106036206.63,2022-12-31T00:00:00.000
ES,2014ES16RFOP018,Melilla  - ERDF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99984637,0,0,0,0,2017-12-31T00:00:00.000
ES,2014ES16RFOP006,Baleares  - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,9875423.33,4937711.67,5179319.73,2589659.87,2018-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,1454435.16,727217.58,548429.79,274214.9,2016-12-31T00:00:00.000
IT,2014IT16RFOP011,Liguria - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,15499532.87,7749766.44,2156556.22,1078278.11,2016-12-31T00:00:00.000
IT,2014IT16RFOP017,Toscana - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,83050104,41525052,13695091.66,6847545.83,2019-12-31T00:00:00.000
IT,2014IT16M2OP006,Calabria  - ERDF/ESF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,75,123928705.04,92946528.78,55381769.22,41536326.92,2019-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999923,119592953.59,95674362.87,84390080.14,67512064.11,2022-12-31T00:00:00.000
ES,2014ES16RFOP009,Castilla y León  - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,,,,,2016-12-31T00:00:00.000
IT,2014IT16RFOP022,Basilicata - ERDF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,75,53372062,40029046.5,17083379,12812534.25,2019-12-31T00:00:00.000
ES,2014ES16RFOP017,Madrid  - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,,,,,2016-12-31T00:00:00.000
FR,2014FR16M0OP012,Nord-Pas de Calais - ERDF/ESF/YEI,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.83333379,22357480,13414488,6552193,3931315.8,2018-12-31T00:00:00.000
ES,2014ES16RFOP006,Baleares  - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,,,,,2016-12-31T00:00:00.000
FR,2014FR16M2OP001,Basse-Normandie - ERDF/ESF,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,90464883.54,36185953.42,7925132.77,3170053.11,2016-12-31T00:00:00.000
IT,2014IT16RFOP010,Lazio - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,116845126.71,58422563.36,0,0,2016-12-31T00:00:00.000
SE,2014SE16RFOP002,Småland and islands - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,9038322,4519161,3274220,1637110,2019-12-31T00:00:00.000
IT,2014IT16RFOP021,Veneto - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,76956455.9,38478227.95,7426820.99,3713410.5,2020-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999837,35768583.1,28614866.48,10323591.8,8258873.44,2021-12-31T00:00:00.000
HR,2014HR16M1OP001,Competitiveness and Cohesion  - HR - ERDF/CF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.9999988,129081215.3,109719033.01,5119017.49,4351164.87,2019-12-31T00:00:00.000
FR,2014FR16M0OP002,Auvergne - ERDF/ESF/YEI,ERDF,Transition,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999908,73081875.73,43849125.44,48435166.87,29061100.12,2020-12-31T00:00:00.000
ES,2014ES16RFOP020,Navarra  - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,803027.5,401513.75,803027.5,401513.75,2019-12-31T00:00:00.000
SE,2014SE16RFOP007,Central Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,60120119,30060059.5,48740630,24370315,2022-12-31T00:00:00.000
SI,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999881,13273675,10618940,0,0,2017-12-31T00:00:00.000
IT,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999989,137640897,110112717.6,126186622,100949297.6,2022-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Transition,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999818,30150676.4,24120541.12,6041570.3,4833256.24,2019-12-31T00:00:00.000
ES,2014ES16RFOP019,Murcia  - ERDF,ERDF,Transition,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999892,35637038.39,28509630.71,14066602.11,11253281.69,2020-12-31T00:00:00.000
IT,2014IT16RFOP013,Marche - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,22631106.46,11315553.23,5571336.73,2785668.37,2019-12-31T00:00:00.000
FR,2014FR16M2OP001,Basse-Normandie - ERDF/ESF,ERDF,Transition,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,112131282,44852512.8,34613060,13845224,2019-12-31T00:00:00.000
IT,2014IT16RFOP012,Lombardia - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,20000000,10000000,11929719,5964859.5,2022-12-31T00:00:00.000
ES,2014ES16RFOP011,Cataluña  - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,188725239.83,94362619.92,58443469.97,29221734.99,2018-12-31T00:00:00.000
IT,2014IT16RFOP008,Emilia-Romagna - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,12146638.97,6073319.49,11023838.5,5511919.25,2021-12-31T00:00:00.000
ES,2014ES16RFOP011,Cataluña  - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,299291622.28,149645811.14,124611860.89,62305930.45,2021-12-31T00:00:00.000
MT,2014MT16M1OP001,Fostering a competitive and sustainable economy - MT - ERDF/CF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,43035400,34428320,41107555,32886044,2022-12-31T00:00:00.000
FR,2014FR16M0OP003,Centre - ERDF/ESF/YEI,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,27164033.73,13582016.87,8660330.41,4330165.21,2017-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,80.6064659,372742570.58,301921482.17,86429332.49,70007759.32,2018-12-31T00:00:00.000
IT,2014IT16M2OP003,Legality - IT - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,74.99999945,87613704.84,65710278.63,52230744.44,39173058.33,2021-12-31T00:00:00.000
IE,2014IE16RFOP002,Southern & Eastern Regional Programme - IE - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,0,0,0,0,2017-12-31T00:00:00.000
PT,2014PT16M2OP007,Algarve - ERDF/ESF,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,12266908.3,9813526.64,8847391.04,7077912.83,2021-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,59416245.27,47532996.22,17033713.32,13626970.66,2020-12-31T00:00:00.000
EE,2014EE16M3OP001,Cohesion Policy Funding - EE - ERDF/ESF/CF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999952,93153685.07,79180632.31,79554913.83,67621676.76,2020-12-31T00:00:00.000
FR,2014FR16M0OP006,Languedoc-Roussillon - ERDF/ESF/YEI,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,60,3834286.11,2300571.67,67253.19,40351.91,2016-12-31T00:00:00.000
IT,2014IT16M2OP004,Metrolitan Cities - IT - ERDF/ESF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,75,,,,,2016-12-31T00:00:00.000
IT,2014IT16RFOP016,Sicilia - ERDF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,273372505.37,218698004.3,178022881.59,142418305.27,2021-12-31T00:00:00.000
FR,2014FR16M0OP013,Provence-Alpes-Côte d'Azur - ERDF/ESF/YEI,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,82215225,41107612.5,15812433.89,7906216.95,2017-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999752,7776448.6,6221158.88,3932112.1,3145689.68,2017-12-31T00:00:00.000
ES,2014ES16RFOP021,País Vasco  - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,20455275.6,10227637.8,14855339.36,7427669.68,2021-12-31T00:00:00.000
FR,2014FR16M2OP012,Mayotte - ERDF/ESF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.93233114,0,0,0,0,2016-12-31T00:00:00.000
HU,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999987,396461306.22,336992110.29,73293356.12,62299352.7,2019-12-31T00:00:00.000
ES,2014ES16RFOP021,País Vasco  - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,18958889.22,9479444.61,8778161.33,4389080.67,2018-12-31T00:00:00.000
SK,2014SK16M1OP001,Integrated Infrastructure - SK - ERDF/CF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999995,794264831.17,675125106.49,228511681.76,194234929.5,2022-12-31T00:00:00.000
IT,2014IT16RFOP007,Campania - ERDF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,75.00000038,273761319.94,205320989.96,109175027.78,81881270.84,2021-12-31T00:00:00.000
IT,2014IT16RFOP019,Umbria - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,1249616.1,624808.05,0,0,2016-12-31T00:00:00.000
ES,2014ES16RFOP016,La Rioja  - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,162735.08,81367.54,156304.43,78152.22,2017-12-31T00:00:00.000
GR,2014GR16M2OP012,Attica - ERDF/ESF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999885,45784081.14,36627264.91,31348978.04,25079182.43,2022-12-31T00:00:00.000
PL,2014PL16M2OP001,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999981,3144509.87,2672833.39,0,0,2016-12-31T00:00:00.000
ES,2014ES16RFOP019,Murcia  - ERDF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999892,52074006.26,41659205.01,24475143.71,19580114.97,2022-12-31T00:00:00.000
FR,2014FR16M2OP004,Corse - ERDF/ESF,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.47058691,11557162.13,6472010.79,2776180.7,1554661.19,2018-12-31T00:00:00.000
PL,2014PL16M2OP004,Lubuskie Voivodeship - ERDF/ESF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999881,43786843.88,37218817.3,5980565.6,5083480.76,2018-12-31T00:00:00.000
SI,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999728,18809926.45,15047941.16,9819857.12,7855885.7,2021-12-31T00:00:00.000
FR,2014FR16M0OP013,Provence-Alpes-Côte d'Azur - ERDF/ESF/YEI,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,101488986.48,50744493.24,43930487.75,21965243.88,2019-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999937,63963730.89,51170984.71,29497379.99,23597903.99,2020-12-31T00:00:00.000
ES,2014ES16RFOP008,Cantabria  - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,,,,,2016-12-31T00:00:00.000
UK,2014UK16RFOP001,England - ERDF,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,60,5613077,3367846.2,0,0,2016-12-31T00:00:00.000
ES,2014ES16RFOP019,Murcia  - ERDF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999962,15225621.44,12180497.15,3422452.74,2737962.19,2017-12-31T00:00:00.000
RO,2014RO16RFOP001,Competitiveness Programme - RO - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,162692668.75,130154135,69905950.7,55924760.56,2022-12-31T00:00:00.000
SI,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999728,45344133.88,36275307.1,14466096.61,11572877.29,2022-12-31T00:00:00.000
FR,2014FR05M2OP001,Guadeloupe et St Martin - ESF/ERDF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,18.41544791,10991170.13,1978410.62,525213.23,94538.38,2022-12-31T00:00:00.000
SI,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999811,101963631.65,81570905.32,13350892.58,10680714.06,2022-12-31T00:00:00.000
LV,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999977,193055653.9,164097305.82,139995059.41,118995800.5,2022-12-31T00:00:00.000
IT,2014IT16RFOP020,Valle d'Aosta - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,18054888.02,9027444.01,15909214.71,7954607.36,2022-12-31T00:00:00.000
PT,2014PT16M2OP002,Centro - ERDF/ESF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999834,28900545.52,24565463.69,24220990.06,20587841.55,2022-12-31T00:00:00.000
FR,2014FR16M0OP013,Provence-Alpes-Côte d'Azur - ERDF/ESF/YEI,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,71862510.15,35931255.08,68288132.16,34144066.08,2022-12-31T00:00:00.000
FR,2014FR05M2OP001,Guadeloupe et St Martin - ESF/ERDF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,18.41544791,10991170.13,1978410.62,525213.23,94538.38,2021-12-31T00:00:00.000
PT,2014PT16M2OP007,Algarve - ERDF/ESF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,13058753.41,10447002.73,10894563.21,8715650.57,2022-12-31T00:00:00.000
IT,2014IT16M2OP001,Molise  - ERDF/ESF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,60,5471830,3283098,3674305.44,2204583.26,2022-12-31T00:00:00.000
LT,2014LT16MAOP001,EU Structural Funds Investments - LT - ERDF/ESF/CF/YEI,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999962,215366406.98,183061445.93,161850389.02,137572830.67,2022-12-31T00:00:00.000
IT,2014IT16RFOP015,Sardegna - ERDF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,130668020.37,65334010.19,106433534.18,53216767.09,2022-12-31T00:00:00.000
PT,2014PT16M2OP003,Alentejo - ERDF/ESF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99998695,10816364.99,9193910.24,8916319.85,7578871.87,2022-12-31T00:00:00.000
PL,2014PL16M2OP014,Warmińsko-Mazurskie Voivodeship - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999978,93228177.6,79243950.96,87338630.33,74237835.78,2023-12-31T00:00:00.000
IT,2014IT16RFOP015,Sardegna - ERDF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,122044077.3,61022038.65,106537254.77,53268627.39,2023-12-31T00:00:00.000
IT,2014IT16RFOP019,Umbria - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,28338008.1,14169004.05,25477155.15,12738577.58,2023-12-31T00:00:00.000
HU,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999992,404704778.69,343999061.89,284132690.23,241512786.7,2022-12-31T00:00:00.000
ES,2014ES16RFOP008,Cantabria  - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,32617970,16308985,31734318.22,15867159.11,2023-12-31T00:00:00.000
PT,2014PT16M2OP002,Centro - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999834,28900545.52,24565463.69,25441699.72,21625444.76,2023-12-31T00:00:00.000
LV,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999998,200676697.99,170575193.29,172734354.81,146824201.59,2023-12-31T00:00:00.000
SE,2014SE16RFOP008,Upper Norrland - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2023-12-31T00:00:00.000
MT,2014MT16M1OP001,Fostering a competitive and sustainable economy - MT - ERDF/CF,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,47412888,37930310.4,46557675,37246140,2023-12-31T00:00:00.000
ES,2014ES16RFOP015,Galicia  - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,206227214.32,164981771.46,172200151.91,137760121.53,2023-12-31T00:00:00.000
RO,2014RO16RFOP001,Competitiveness Programme - RO - ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999989,988197456.88,839967838.35,557435174.6,473819898.41,2023-12-31T00:00:00.000
CZ,2014CZ16RFOP001,Enterprise and Innovation for Competitiveness - CZ - ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.93694629,659029073.12,375646571.68,495310671.61,282327082.82,2023-12-31T00:00:00.000
SI,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999764,99015773.96,79212619.17,31884825.15,25507860.12,2023-12-31T00:00:00.000
FR,2014FR16M2OP003,Bretagne - ERDF/ESF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,36.10923877,309188226.97,111307761.71,295708153.88,106454935.4,2023-12-31T00:00:00.000
FR,2014FR16M0OP014,Bourgogne - ERDF/ESF/YEI,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,31.35607172,169164928.76,52441127.92,191178082.71,59265205.64,2023-12-31T00:00:00.000
IT,2014IT16M2OP004,Metrolitan Cities - IT - ERDF/ESF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,99041725,79233380,66094433.65,52875546.92,2023-12-31T00:00:00.000
GR,2014GR16M2OP012,Attica - ERDF/ESF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999885,44491496.74,35593197.39,34634094.93,27707275.94,2023-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.9999972,15659274.99,12527419.99,13206021.02,10564816.82,2023-12-31T00:00:00.000
FR,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,36.61051205,109631553.15,40563674.67,138023073.26,51068537.11,2023-12-31T00:00:00.000
FR,2014FR16M0OP015,Lorraine et Vosges - ERDF/ESF/YEI,ERDF,Transition,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999941,96075244.24,57645146.54,588982412.79,353389447.67,2023-12-31T00:00:00.000
ES,2014ES16RFOP016,La Rioja  - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,5709134.01,2854567.01,5274652.29,2637326.15,2023-12-31T00:00:00.000
PL,2014PL16M2OP007,Mazowieckie Voivodeship - ERDF/ESF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999979,193427554.92,154742043.94,165229542.55,132183634.04,2023-12-31T00:00:00.000
UK,2014UK16RFOP001,England - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,,,,,
IT,2014IT16RFOP018,Trento - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,831633.56,415816.78,831633.56,415816.78,2023-12-31T00:00:00.000
HU,2014HU16M2OP002,Competitive Central-Hungary  - ERDF/ESF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,18334528.77,9167264.39,17430486.21,8715243.11,2023-12-31T00:00:00.000
ES,2014ES16RFOP001,Smart Growth (merged 2017 with Multi-regional Spain) - ES - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,,,,,,
IT,2014IT16RFOP011,Liguria - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,22684478.61,11342239.31,22684478.61,11342239.31,2023-12-31T00:00:00.000
IT,2014IT16RFOP020,Valle d'Aosta - ERDF,ERDF,More developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,18054888.02,9027444.01,16064736.11,8032368.06,2023-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999986,250102202.89,200081762.31,148920108.06,119136086.45,2023-12-31T00:00:00.000
ES,2014ES16RFOP014,Extremadura  - ERDF,ERDF,Less developed,2023,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,175292956.26,140234365.01,106819380.07,85455504.06,2023-12-31T00:00:00.000
