PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,United Kingdom,2017,1,Energy sector,Cadmium and compounds (as Cd),161.01999999999998
2025/12/15,Germany,2008,2,Production and processing of metals,Lead and compounds (as Pb),881.5999999999999
2025/12/15,Netherlands,2021,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),43
2025/12/15,Germany,2021,2,Production and processing of metals,Zinc and compounds (as Zn),13098
2025/12/15,France,2013,4,Chemical industry,Tetrachloromethane (TCM),194
2025/12/15,Finland,2019,5,Waste and wastewater management,Mercury and compounds (as Hg),8
2025/12/15,Slovakia,2015,1,Energy sector,Zinc and compounds (as Zn),114
2025/12/15,Slovenia,2008,5,Waste and wastewater management,Tetrachloromethane (TCM),6.3
2025/12/15,Czechia,2013,1,Energy sector,Mercury and compounds (as Hg),6.5600000000000005
2025/12/15,United Kingdom,2009,5,Waste and wastewater management,Tetrachloromethane (TCM),6.250000000000001
2025/12/15,Poland,2023,5,Waste and wastewater management,Copper and compounds (as Cu),13882.3
2025/12/15,Netherlands,2014,1,Energy sector,Zinc and compounds (as Zn),304
2025/12/15,Spain,2009,5,Waste and wastewater management,Phenols (as total C),3080.3
2025/12/15,Italy,2007,2,Production and processing of metals,Arsenic and compounds (as As),1048.6000000000001
2025/12/15,Poland,2024,5,Waste and wastewater management,Arsenic and compounds (as As),3598.58
2025/12/15,Spain,2018,5,Waste and wastewater management,Phenols (as total C),19146.3
2025/12/15,Germany,2020,3,Mineral industry,Chromium and compounds (as Cr),1172.2
2025/12/15,France,2023,5,Waste and wastewater management,Fluorides (as total F),91770
2025/12/15,Sweden,2008,5,Waste and wastewater management,Total nitrogen,6576100
2025/12/15,Portugal,2020,5,Waste and wastewater management,Cadmium and compounds (as Cd),22.57
2025/12/15,Spain,2020,1,Energy sector,Phenols (as total C),649.7
2025/12/15,Netherlands,2018,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),670600
2025/12/15,Poland,2019,5,Waste and wastewater management,Chlorides (as total Cl),308940000
2025/12/15,Czechia,2009,2,Production and processing of metals,Lead and compounds (as Pb),72.2
2025/12/15,Serbia,2014,3,Mineral industry,Cyanides (as total CN),321
2025/12/15,Poland,2022,4,Chemical industry,Total phosphorus,25170
2025/12/15,Switzerland,2007,4,Chemical industry,Chlorides (as total Cl),14930000
2025/12/15,France,2015,,,Copper and compounds (as Cu),2516.5
2025/12/15,Sweden,2008,1,Energy sector,Arsenic and compounds (as As),14.11
2025/12/15,Cyprus,2016,5,Waste and wastewater management,Nickel and compounds (as Ni),95.3
2025/12/15,Norway,2010,4,Chemical industry,Fluorides (as total F),1161000
2025/12/15,Cyprus,2016,7,Intensive livestock production and aquaculture,Total nitrogen,125000
2025/12/15,Poland,2018,3,Mineral industry,Total organic carbon(as total C or COD/3) (TOC),454000
2025/12/15,Czechia,2018,5,Waste and wastewater management,Fluorides (as total F),76055.03
2025/12/15,Poland,2016,6,Paper and wood production and processing,Chlorides (as total Cl),5050000
2025/12/15,Serbia,2024,6,Paper and wood production and processing,Lead and compounds (as Pb),34.3
2025/12/15,Spain,2010,5,Waste and wastewater management,Chromium and compounds (as Cr),5343
2025/12/15,Slovenia,2021,5,Waste and wastewater management,Copper and compounds (as Cu),406.3
2025/12/15,France,2014,5,Waste and wastewater management,Trichloroethylene (TRI),64.2
2025/12/15,Serbia,2022,5,Waste and wastewater management,Polychlorinated biphenyls (PCBs),4.91
2025/12/15,France,2019,8,Animal and vegetable products from the food and beverage sector,Total organic carbon(as total C or COD/3) (TOC),7014900
2025/12/15,Spain,2014,2,Production and processing of metals,Nickel and compounds (as Ni),1454.8
2025/12/15,Czechia,2012,2,Production and processing of metals,Zinc and compounds (as Zn),2813
2025/12/15,Italy,2019,5,Waste and wastewater management,Toluene,1039.7
2025/12/15,Norway,2017,2,Production and processing of metals,Arsenic and compounds (as As),557.45
2025/12/15,Italy,2015,2,Production and processing of metals,Cyanides (as total CN),5788.5
2025/12/15,Italy,2021,6,Paper and wood production and processing,Phenols (as total C),627.0332
2025/12/15,Italy,2019,5,Waste and wastewater management,"Chloro-alkanes, C10-C13",14.57
2025/12/15,Italy,2021,2,Production and processing of metals,Mercury and compounds (as Hg),65.3
2025/12/15,Germany,2018,4,Chemical industry,Trichloromethane,263
2025/12/15,Spain,2010,4,Chemical industry,Mercury and compounds (as Hg),38.1
2025/12/15,Luxembourg,2015,5,Waste and wastewater management,Total phosphorus,21600
2025/12/15,Sweden,2016,4,Chemical industry,Phenols (as total C),190
2025/12/15,Hungary,2014,3,Mineral industry,Nickel and compounds (as Ni),454
2025/12/15,Italy,2015,5,Waste and wastewater management,Trifluralin,9
2025/12/15,Spain,2017,4,Chemical industry,Nickel and compounds (as Ni),1301.6
2025/12/15,Czechia,2022,8,Animal and vegetable products from the food and beverage sector,Total phosphorus,305
2025/12/15,Spain,2014,4,Chemical industry,Arsenic and compounds (as As),343.99
2025/12/15,Italy,2013,5,Waste and wastewater management,Trichloromethane,1384.8
2025/12/15,Sweden,2014,5,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.0002
2025/12/15,Netherlands,2017,1,Energy sector,Copper and compounds (as Cu),91
2025/12/15,Italy,2015,2,Production and processing of metals,Fluoranthene,5.31
2025/12/15,Denmark,2021,5,Waste and wastewater management,Chromium and compounds (as Cr),221.05155500000004
2025/12/15,France,2008,3,Mineral industry,Phenols (as total C),42
2025/12/15,Belgium,2011,2,Production and processing of metals,Halogenated organic compounds (as AOX),9790
2025/12/15,Netherlands,2012,4,Chemical industry,Mercury and compounds (as Hg),3.8200000000000003
2025/12/15,Poland,2008,4,Chemical industry,Copper and compounds (as Cu),914
2025/12/15,Belgium,2011,4,Chemical industry,Pentachlorophenol (PCP),6.1
2025/12/15,Germany,2018,1,Energy sector,Zinc and compounds (as Zn),7415
2025/12/15,Italy,2007,9,Other activities,Fluorides (as total F),24790
2025/12/15,Sweden,2017,5,Waste and wastewater management,Lead and compounds (as Pb),63.8
2025/12/15,Latvia,2019,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),1340000
2025/12/15,Ireland,2007,5,Waste and wastewater management,Lead and compounds (as Pb),186.4
2025/12/15,Ireland,2007,5,Waste and wastewater management,Dieldrin,44.629999999999995
2025/12/15,Sweden,2024,3,Mineral industry,Zinc and compounds (as Zn),1519
2025/12/15,Slovakia,2019,4,Chemical industry,Total nitrogen,98300
2025/12/15,Switzerland,2010,3,Mineral industry,Chlorides (as total Cl),11380000
2025/12/15,Portugal,2013,4,Chemical industry,Zinc and compounds (as Zn),1930
2025/12/15,Norway,2012,4,Chemical industry,Chromium and compounds (as Cr),617.3
2025/12/15,Italy,2014,4,Chemical industry,Octylphenols and Octylphenol ethoxylates,6.88
2025/12/15,France,2020,5,Waste and wastewater management,"1,2-dichloroethane (DCE-1,2)",35.200001
2025/12/15,Romania,2013,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),13112400
2025/12/15,Netherlands,2019,6,Paper and wood production and processing,Total phosphorus,7550
2025/12/15,Czechia,2012,1,Energy sector,Total nitrogen,53000
2025/12/15,Italy,2009,6,Paper and wood production and processing,Lead and compounds (as Pb),1201.1000000000001
2025/12/15,Italy,2023,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),29.400000000000002
2025/12/15,Portugal,2007,4,Chemical industry,Mercury and compounds (as Hg),1.8
2025/12/15,Slovakia,2008,2,Production and processing of metals,"Chloro-alkanes, C10-C13",49.4
2025/12/15,Italy,2015,2,Production and processing of metals,Copper and compounds (as Cu),962
2025/12/15,Estonia,2011,6,Paper and wood production and processing,Total phosphorus,5750
2025/12/15,Belgium,2015,2,Production and processing of metals,Chlorides (as total Cl),15490000
2025/12/15,Portugal,2015,5,Waste and wastewater management,Polychlorinated biphenyls (PCBs),0.131
2025/12/15,Bulgaria,2020,5,Waste and wastewater management,Arsenic and compounds (as As),1350
2025/12/15,Sweden,2007,2,Production and processing of metals,Cyanides (as total CN),436
2025/12/15,Belgium,2010,1,Energy sector,Arsenic and compounds (as As),37.23
2025/12/15,Poland,2018,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),278000
2025/12/15,Hungary,2019,5,Waste and wastewater management,Nickel and compounds (as Ni),364.8
2025/12/15,Poland,2018,2,Production and processing of metals,Cadmium and compounds (as Cd),322.5
2025/12/15,Austria,2007,5,Waste and wastewater management,Copper and compounds (as Cu),1978
2025/12/15,Finland,2023,6,Paper and wood production and processing,Mercury and compounds (as Hg),12.43
2025/12/15,Norway,2012,3,Mineral industry,Xylenes,251843.1
2025/12/15,Slovakia,2008,1,Energy sector,Zinc and compounds (as Zn),363
2025/12/15,Czechia,2021,4,Chemical industry,Zinc and compounds (as Zn),5754
2025/12/15,Italy,2019,1,Energy sector,Chromium and compounds (as Cr),77.516
2025/12/15,Portugal,2008,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,94.87
2025/12/15,Iceland,2008,2,Production and processing of metals,Fluorides (as total F),34900
2025/12/15,Italy,2019,6,Paper and wood production and processing,Di-(2-ethyl hexyl) phthalate (DEHP),10.15
2025/12/15,Portugal,2011,5,Waste and wastewater management,Cadmium and compounds (as Cd),2335
2025/12/15,Portugal,2008,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),68.98
2025/12/15,France,2015,,,Cyanides (as total CN),2150
2025/12/15,Belgium,2009,4,Chemical industry,Cadmium and compounds (as Cd),73.7
2025/12/15,Italy,2022,9,Other activities,Arsenic and compounds (as As),15.14
2025/12/15,Hungary,2010,1,Energy sector,Nickel and compounds (as Ni),306
2025/12/15,Luxembourg,2009,8,Animal and vegetable products from the food and beverage sector,Total organic carbon(as total C or COD/3) (TOC),244000
2025/12/15,United Kingdom,2018,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",54.599999999999994
2025/12/15,Austria,2014,2,Production and processing of metals,Chromium and compounds (as Cr),585.8
2025/12/15,Luxembourg,2008,5,Waste and wastewater management,Total phosphorus,35300
2025/12/15,Germany,2024,8,Animal and vegetable products from the food and beverage sector,Total nitrogen,200400
2025/12/15,Austria,2014,6,Paper and wood production and processing,Nonylphenol and Nonylphenol ethoxylates,5.9
2025/12/15,Lithuania,2008,5,Waste and wastewater management,Copper and compounds (as Cu),2421
2025/12/15,Czechia,2019,2,Production and processing of metals,Copper and compounds (as Cu),149.058
2025/12/15,Slovenia,2015,5,Waste and wastewater management,Zinc and compounds (as Zn),1682
2025/12/15,Iceland,2017,2,Production and processing of metals,Fluorides (as total F),205800
2025/12/15,Spain,2007,4,Chemical industry,Tetrachloromethane (TCM),2.44
2025/12/15,Sweden,2010,2,Production and processing of metals,Nickel and compounds (as Ni),733.8
2025/12/15,Serbia,2016,1,Energy sector,Cadmium and compounds (as Cd),2394
2025/12/15,Romania,2013,2,Production and processing of metals,Copper and compounds (as Cu),304
2025/12/15,Netherlands,2024,2,Production and processing of metals,Mercury and compounds (as Hg),1.8
2025/12/15,Sweden,2018,5,Waste and wastewater management,Total phosphorus,114850
2025/12/15,France,2021,,,Total organic carbon(as total C or COD/3) (TOC),1631300
2025/12/15,Belgium,2008,8,Animal and vegetable products from the food and beverage sector,Arsenic and compounds (as As),7.91
2025/12/15,Czechia,2020,4,Chemical industry,Chlorides (as total Cl),2141381
2025/12/15,Bulgaria,2021,9,Other activities,Phenols (as total C),139
2025/12/15,Ireland,2016,5,Waste and wastewater management,Total nitrogen,5990300
2025/12/15,Romania,2011,4,Chemical industry,Total nitrogen,594000
2025/12/15,Netherlands,2020,2,Production and processing of metals,Nickel and compounds (as Ni),192
2025/12/15,Finland,2014,4,Chemical industry,Copper and compounds (as Cu),248
2025/12/15,Spain,2015,2,Production and processing of metals,Cadmium and compounds (as Cd),112.49000000000001
2025/12/15,Portugal,2022,9,Other activities,Mercury and compounds (as Hg),1.01
2025/12/15,Austria,2013,5,Waste and wastewater management,Chromium and compounds (as Cr),2660
2025/12/15,France,2013,3,Mineral industry,PCDD + PCDF (dioxins + furans) (as Teq),0.000188
2025/12/15,Slovakia,2011,2,Production and processing of metals,Zinc and compounds (as Zn),1853
2025/12/15,Lithuania,2021,5,Waste and wastewater management,Copper and compounds (as Cu),1620
2025/12/15,Czechia,2015,5,Waste and wastewater management,Dichloromethane (DCM),103
2025/12/15,Netherlands,2011,8,Animal and vegetable products from the food and beverage sector,Nickel and compounds (as Ni),80.1
2025/12/15,Slovakia,2012,2,Production and processing of metals,Trichloroethylene (TRI),12.4
2025/12/15,Austria,2008,5,Waste and wastewater management,Cadmium and compounds (as Cd),164
2025/12/15,Bulgaria,2016,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),205100
2025/12/15,Spain,2007,6,Paper and wood production and processing,Arsenic and compounds (as As),116
2025/12/15,Sweden,2008,3,Mineral industry,Arsenic and compounds (as As),49.89
2025/12/15,Slovakia,2012,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),25.9
2025/12/15,Switzerland,2007,4,Chemical industry,Zinc and compounds (as Zn),1300
2025/12/15,Germany,2017,,,Nickel and compounds (as Ni),107
2025/12/15,Belgium,2014,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),5.19
2025/12/15,Switzerland,2012,5,Waste and wastewater management,Lead and compounds (as Pb),633
2025/12/15,Portugal,2019,6,Paper and wood production and processing,Octylphenols and Octylphenol ethoxylates,1.37
2025/12/15,Ireland,2024,5,Waste and wastewater management,Chlorides (as total Cl),108466083.95
2025/12/15,Slovakia,2011,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",337
2025/12/15,Germany,2019,6,Paper and wood production and processing,Halogenated organic compounds (as AOX),10600
2025/12/15,Denmark,2008,4,Chemical industry,Zinc and compounds (as Zn),430
2025/12/15,Slovakia,2022,1,Energy sector,Nickel and compounds (as Ni),281
2025/12/15,Italy,2016,5,Waste and wastewater management,Naphthalene,88.8
2025/12/15,Germany,2009,4,Chemical industry,Benzene,178
2025/12/15,Estonia,2022,5,Waste and wastewater management,Zinc and compounds (as Zn),1736
2025/12/15,Denmark,2009,4,Chemical industry,Arsenic and compounds (as As),52
2025/12/15,Slovakia,2016,2,Production and processing of metals,Mercury and compounds (as Hg),2.75
2025/12/15,Serbia,2011,6,Paper and wood production and processing,Chromium and compounds (as Cr),59
2025/12/15,Finland,2009,3,Mineral industry,Zinc and compounds (as Zn),1159
2025/12/15,Sweden,2014,5,Waste and wastewater management,Dichloromethane (DCM),31
2025/12/15,Norway,2012,2,Production and processing of metals,"Benzo(g,h,i)perylene",1.03
2025/12/15,Netherlands,2010,4,Chemical industry,Cyanides (as total CN),507
2025/12/15,Netherlands,2023,1,Energy sector,Cyanides (as total CN),267
2025/12/15,Greece,2009,5,Waste and wastewater management,Total phosphorus,563800
2025/12/15,Portugal,2019,6,Paper and wood production and processing,Total nitrogen,181700
2025/12/15,Italy,2019,5,Waste and wastewater management,Nickel and compounds (as Ni),38048.28690000001
2025/12/15,Belgium,2020,5,Waste and wastewater management,Halogenated organic compounds (as AOX),12790
2025/12/15,France,2009,2,Production and processing of metals,Lead and compounds (as Pb),11895.1
2025/12/15,Finland,2012,2,Production and processing of metals,Nickel and compounds (as Ni),1612.4
2025/12/15,Poland,2007,1,Energy sector,Copper and compounds (as Cu),1304.8
2025/12/15,France,2015,6,Paper and wood production and processing,Nickel and compounds (as Ni),269
2025/12/15,Serbia,2018,5,Waste and wastewater management,Chlorides (as total Cl),12460000
2025/12/15,Sweden,2014,2,Production and processing of metals,Fluorides (as total F),211750
2025/12/15,Germany,2009,5,Waste and wastewater management,Zinc and compounds (as Zn),156848
2025/12/15,United Kingdom,2010,2,Production and processing of metals,Lead and compounds (as Pb),1657
2025/12/15,Germany,2020,4,Chemical industry,Chromium and compounds (as Cr),6771
2025/12/15,Slovakia,2020,5,Waste and wastewater management,Total phosphorus,67960
2025/12/15,France,2015,6,Paper and wood production and processing,Mercury and compounds (as Hg),11.81
2025/12/15,Portugal,2024,6,Paper and wood production and processing,Trichloromethane,38.7
2025/12/15,Italy,2016,1,Energy sector,Lead and compounds (as Pb),75.7
2025/12/15,Hungary,2007,5,Waste and wastewater management,Total nitrogen,4406600
2025/12/15,France,2009,2,Production and processing of metals,Zinc and compounds (as Zn),39201
2025/12/15,Germany,2021,1,Energy sector,Dichloromethane (DCM),95
2025/12/15,Finland,2018,6,Paper and wood production and processing,Total phosphorus,86220
2025/12/15,Germany,2016,3,Mineral industry,Nickel and compounds (as Ni),176.5
2025/12/15,Germany,2013,5,Waste and wastewater management,Copper and compounds (as Cu),28684.799999999996
