PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Germany,2009,3,Mineral industry,3(c),Carbon dioxide (CO2),2860000000
2025/12/15,Germany,2010,1,Energy sector,1(d),Particulate matter (PM10),137000
2025/12/15,Germany,2012,4,Chemical industry,4(a),Dichloromethane (DCM),1450
2025/12/15,France,2019,2,Production and processing of metals,2(b),Nitrous oxide (N2O),35300
2025/12/15,Portugal,2010,2,Production and processing of metals,2(f),Copper and compounds (as Cu),136
2025/12/15,Germany,2018,2,Production and processing of metals,2(c)(i),Arsenic and compounds (as As),89.5
2025/12/15,Denmark,2012,4,Chemical industry,4(a)(i),Nitrogen oxides (NOX),106000
2025/12/15,Romania,2022,2,Production and processing of metals,2(e)(ii),PCDD + PCDF (dioxins + furans) (as Teq),0.00014
2025/12/15,Norway,2016,1,Energy sector,1(a),Nitrogen oxides (NOX),2909000
2025/12/15,United Kingdom,2009,2,Production and processing of metals,2(c)(i),Mercury and compounds (as Hg),1380
2025/12/15,Italy,2010,5,Waste and wastewater management,5(d),Nitrogen oxides (NOX),110000
2025/12/15,Netherlands,2024,4,Chemical industry,4(c),Carbon dioxide (CO2),2220000000
2025/12/15,Norway,2017,2,Production and processing of metals,2(e)(ii),PCDD + PCDF (dioxins + furans) (as Teq),0.00016
2025/12/15,Belgium,2021,3,Mineral industry,3(c)(iii),Nitrogen oxides (NOX),1681000
2025/12/15,Denmark,2021,3,Mineral industry,3(c)(i),Carbon dioxide (CO2),2248048000
2025/12/15,Czechia,2014,3,Mineral industry,3(b),Particulate matter (PM10),61500
2025/12/15,France,2015,4,Chemical industry,4(a)(vi),"1,1,1-trichloroethane (TCE-1,1,1)",4450
2025/12/15,Denmark,2018,3,Mineral industry,3(g),Chlorine and inorganic compounds (as HCl),39343
2025/12/15,Belgium,2019,2,Production and processing of metals,2(b),"Benzo(g,h,i)perylene",0.617
2025/12/15,Bulgaria,2015,7,Intensive livestock production and aquaculture,7(a),Ammonia (NH3),397000
2025/12/15,Portugal,2008,4,Chemical industry,4(a)(iv),Nickel and compounds (as Ni),228
2025/12/15,Belgium,2019,1,Energy sector,1(a),Benzene,14500
2025/12/15,Denmark,2018,2,Production and processing of metals,2(c)(i),Nitrogen oxides (NOX),75000
2025/12/15,Poland,2015,3,Mineral industry,3(c),Non-methane volatile organic compounds (NMVOC),694000
2025/12/15,Hungary,2014,2,Production and processing of metals,2(a),Copper and compounds (as Cu),146
2025/12/15,Slovenia,2024,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),230000
2025/12/15,Netherlands,2021,2,Production and processing of metals,2(b),Chlorine and inorganic compounds (as HCl),12700
2025/12/15,France,2023,4,Chemical industry,4(b)(v),PCDD + PCDF (dioxins + furans) (as Teq),0.001
2025/12/15,Portugal,2017,1,Energy sector,1(c),Sulphur oxides (SOX),6373000
2025/12/15,Portugal,2017,3,Mineral industry,3(g),Fluorine and inorganic compounds (as HF),6200
2025/12/15,Portugal,2017,4,Chemical industry,4(a)(i),Nitrogen oxides (NOX),439000
2025/12/15,Sweden,2020,4,Chemical industry,4(a)(i),Benzene,7470
2025/12/15,Finland,2008,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),2062000
2025/12/15,Italy,2011,3,Mineral industry,3(e),Zinc and compounds (as Zn),409
2025/12/15,Poland,2015,6,Paper and wood production and processing,6(b),PCDD + PCDF (dioxins + furans) (as Teq),0.00351
2025/12/15,Finland,2016,2,Production and processing of metals,2(e)(i),Nickel and compounds (as Ni),1580
2025/12/15,Belgium,2007,4,Chemical industry,4(a)(ix),Hydrochlorofluorocarbons (HCFCs),26.4
2025/12/15,Finland,2014,4,Chemical industry,4(b)(v),Sulphur oxides (SOX),652000
2025/12/15,Portugal,2024,1,Energy sector,1(a),Particulate matter (PM10),285000
2025/12/15,Italy,2013,4,Chemical industry,4(a),Sulphur hexafluoride (SF6),166
2025/12/15,Denmark,2022,4,Chemical industry,4(e),Carbon monoxide (CO),4620
2025/12/15,Portugal,2019,3,Mineral industry,3(f),Ammonia (NH3),12300
2025/12/15,Belgium,2020,3,Mineral industry,3(c)(i),Mercury and compounds (as Hg),250.5
2025/12/15,Estonia,2019,7,Intensive livestock production and aquaculture,7(a)(ii),Methane (CH4),348000
2025/12/15,France,2007,,,,Methane (CH4),8520000
2025/12/15,Spain,2010,9,Other activities,9(c),Non-methane volatile organic compounds (NMVOC),15656000
2025/12/15,Germany,2013,9,Other activities,9(c),Carbon dioxide (CO2),647000000
2025/12/15,Switzerland,2022,8,Animal and vegetable products from the food and beverage sector,8(c),Nitrogen oxides (NOX),3103
2025/12/15,Spain,2018,1,Energy sector,1(a),Copper and compounds (as Cu),292
2025/12/15,Germany,2007,5,Waste and wastewater management,5(a),Benzene,6750
2025/12/15,Italy,2018,4,Chemical industry,4(b),Carbon monoxide (CO),14212103
2025/12/15,Czechia,2013,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),2919000
2025/12/15,Denmark,2012,1,Energy sector,1(c),Nitrogen oxides (NOX),5924000
2025/12/15,United Kingdom,2016,1,Energy sector,1(a),Nitrous oxide (N2O),82600
2025/12/15,Italy,2014,1,Energy sector,1(c),Zinc and compounds (as Zn),2314
2025/12/15,Germany,2009,1,Energy sector,1(c),Sulphur oxides (SOX),133617000
2025/12/15,Norway,2017,5,Waste and wastewater management,5(b),"Benzo(g,h,i)perylene",0.004
2025/12/15,United Kingdom,2017,5,Waste and wastewater management,5(b),Nickel and compounds (as Ni),289.6
2025/12/15,Norway,2008,9,Other activities,9(d),Arsenic and compounds (as As),386
2025/12/15,Belgium,2011,3,Mineral industry,3(c)(i),Hydrogen cyanide (HCN),6138
2025/12/15,Bulgaria,2022,4,Chemical industry,4(c),Particulate matter (PM10),77335
2025/12/15,Germany,2019,3,Mineral industry,3(e),Nitrogen oxides (NOX),10430000
2025/12/15,Norway,2015,2,Production and processing of metals,2(e)(i),Sulphur oxides (SOX),6156000
2025/12/15,France,2010,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2),1469000000
2025/12/15,Netherlands,2015,4,Chemical industry,4(a)(i),Vinyl chloride,13700
2025/12/15,United Kingdom,2010,1,Energy sector,1(c),Nickel and compounds (as Ni),2359.2
2025/12/15,United Kingdom,2014,2,Production and processing of metals,2(b),Copper and compounds (as Cu),1502
2025/12/15,Denmark,2021,1,Energy sector,1(c),Nitrogen oxides (NOX),5359850.423
2025/12/15,Germany,2012,4,Chemical industry,4(a)(vii),Hydro-fluorocarbons (HFCS),2780
2025/12/15,Germany,2013,5,Waste and wastewater management,5(a),Chlorine and inorganic compounds (as HCl),78000
2025/12/15,Poland,2017,1,Energy sector,1(b),Carbon dioxide (CO2),142000000
2025/12/15,Poland,2020,1,Energy sector,1(c),Chlorine and inorganic compounds (as HCl),7610600
2025/12/15,Poland,2008,1,Energy sector,1(d),Benzene,6300
2025/12/15,Croatia,2016,1,Energy sector,1(c),Nitrogen oxides (NOX),4526000
2025/12/15,Poland,2015,1,Energy sector,1(d),Benzene,5920
2025/12/15,Belgium,2018,4,Chemical industry,4(a)(vi),Hydro-fluorocarbons (HFCS),1710
2025/12/15,Netherlands,2012,5,Waste and wastewater management,5(f),Methane (CH4),313000
2025/12/15,Romania,2015,2,Production and processing of metals,2(e)(ii),PCDD + PCDF (dioxins + furans) (as Teq),0.000177
2025/12/15,Romania,2015,1,Energy sector,1(a),Zinc and compounds (as Zn),247
2025/12/15,Slovakia,2020,2,Production and processing of metals,2(b),Sulphur oxides (SOX),2570000
2025/12/15,Spain,2009,5,Waste and wastewater management,5(a),Chlorofluorocarbons (CFCs),109.31000000000002
2025/12/15,Portugal,2011,3,Mineral industry,3(c)(i),Sulphur oxides (SOX),952000
2025/12/15,Croatia,2016,6,Paper and wood production and processing,6(b),Sulphur oxides (SOX),182000
2025/12/15,Sweden,2009,5,Waste and wastewater management,5(d),Methane (CH4),14453000
2025/12/15,Poland,2018,1,Energy sector,1(b),Sulphur oxides (SOX),627000
2025/12/15,Finland,2018,1,Energy sector,1(c),Carbon dioxide (CO2),18729000000
2025/12/15,Poland,2016,2,Production and processing of metals,2(b),Hydro-fluorocarbons (HFCS),343
2025/12/15,Poland,2014,3,Mineral industry,3(c),Chromium and compounds (as Cr),180
2025/12/15,United Kingdom,2015,1,Energy sector,1(c),Naphthalene,2148
2025/12/15,Poland,2010,3,Mineral industry,3(a),Arsenic and compounds (as As),74.5
2025/12/15,Czechia,2019,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),3123
2025/12/15,France,2013,2,Production and processing of metals,2(e)(i),Nitrogen oxides (NOX),1850000
2025/12/15,Estonia,2021,1,Energy sector,1(c),Cadmium and compounds (as Cd),138.8
2025/12/15,United Kingdom,2007,9,Other activities,9(c),Nickel and compounds (as Ni),193
2025/12/15,United Kingdom,2011,4,Chemical industry,4(a)(viii),Nitrogen oxides (NOX),274000
2025/12/15,Sweden,2012,2,Production and processing of metals,2(a),Chlorine and inorganic compounds (as HCl),630600
2025/12/15,Germany,2018,2,Production and processing of metals,2(e)(ii),Nickel and compounds (as Ni),57.8
2025/12/15,Switzerland,2021,4,Chemical industry,4(e),Nitrogen oxides (NOX),127010
2025/12/15,Germany,2010,3,Mineral industry,3(c)(i),Sulphur oxides (SOX),3827000
2025/12/15,United Kingdom,2018,2,Production and processing of metals,2(b),PCDD + PCDF (dioxins + furans) (as Teq),0.00135
2025/12/15,Sweden,2007,2,Production and processing of metals,2(b),Polycyclic aromatic hydrocarbons (PAHs),144
2025/12/15,Netherlands,2010,5,Waste and wastewater management,5(b),Nitrous oxide (N2O),159700
2025/12/15,Spain,2018,9,Other activities,9(c),Particulate matter (PM10),473000
2025/12/15,Netherlands,2018,2,Production and processing of metals,2(b),Lead and compounds (as Pb),2310
2025/12/15,Denmark,2023,3,Mineral industry,3(g),Fluorine and inorganic compounds (as HF),21616
2025/12/15,Bulgaria,2011,4,Chemical industry,4(c),Particulate matter (PM10),90800
2025/12/15,Germany,2016,3,Mineral industry,3(c)(ii),Carbon dioxide (CO2),1275000000
2025/12/15,France,2024,3,Mineral industry,3(c)(i),Zinc and compounds (as Zn),1731
2025/12/15,Poland,2016,7,Intensive livestock production and aquaculture,7(b),Copper and compounds (as Cu),193
2025/12/15,France,2012,4,Chemical industry,4(a)(iv),Hydrochlorofluorocarbons (HCFCs),899.94
2025/12/15,Norway,2010,9,Other activities,9(d),Fluoranthene,162.4
2025/12/15,Netherlands,2014,4,Chemical industry,4(b)(i),Carbon dioxide (CO2) excluding biomass,616000000
2025/12/15,Poland,2017,4,Chemical industry,4(a),Non-methane volatile organic compounds (NMVOC),452000
2025/12/15,Romania,2021,3,Mineral industry,3(e),Ammonia (NH3),11700
2025/12/15,United Kingdom,2007,4,Chemical industry,4(a)(i),Carbon dioxide (CO2),928000000
2025/12/15,Germany,2021,3,Mineral industry,3(f),Particulate matter (PM10),61100
2025/12/15,France,2018,3,Mineral industry,3(e),Hydro-fluorocarbons (HFCS),1460
2025/12/15,France,2012,1,Energy sector,1(c),Lead and compounds (as Pb),588
2025/12/15,Sweden,2011,2,Production and processing of metals,2(a),Carbon dioxide (CO2) excluding biomass,686000000
2025/12/15,Denmark,2009,9,Other activities,9(e),Non-methane volatile organic compounds (NMVOC),620000
2025/12/15,Netherlands,2008,4,Chemical industry,4(b)(v),Zinc and compounds (as Zn),448
2025/12/15,Estonia,2017,1,Energy sector,1(c),Chromium and compounds (as Cr),8310
2025/12/15,Czechia,2008,4,Chemical industry,4(e),Non-methane volatile organic compounds (NMVOC),338000
2025/12/15,Spain,2022,2,Production and processing of metals,2(b),Polycyclic aromatic hydrocarbons (PAHs),94.6
2025/12/15,Poland,2021,3,Mineral industry,3(c),Zinc and compounds (as Zn),202
2025/12/15,Italy,2016,7,Intensive livestock production and aquaculture,7(a)(i),Methane (CH4),728000
2025/12/15,France,2009,2,Production and processing of metals,2(e)(i),Sulphur hexafluoride (SF6),52.3
2025/12/15,Slovakia,2018,1,Energy sector,1(c),Methane (CH4),1830000
2025/12/15,Italy,2022,1,Energy sector,1(c),Arsenic and compounds (as As),458.0618
2025/12/15,Spain,2011,4,Chemical industry,4(e),Non-methane volatile organic compounds (NMVOC),4143000
2025/12/15,Germany,2008,2,Production and processing of metals,2(e)(i),Carbon monoxide (CO),27680000
2025/12/15,United Kingdom,2017,8,Animal and vegetable products from the food and beverage sector,8(c),Hydrochlorofluorocarbons (HCFCs),22
2025/12/15,Poland,2019,3,Mineral industry,3(g),Carbon monoxide (CO),1516000
2025/12/15,Estonia,2015,1,Energy sector,1(c),Nickel and compounds (as Ni),4179
2025/12/15,Germany,2017,4,Chemical industry,4(d),Hydro-fluorocarbons (HFCS),110
2025/12/15,Portugal,2007,8,Animal and vegetable products from the food and beverage sector,8(c),Particulate matter (PM10),87800
2025/12/15,Belgium,2009,2,Production and processing of metals,2(b),Sulphur oxides (SOX),6790000
2025/12/15,Belgium,2008,5,Waste and wastewater management,5(a),Ammonia (NH3),19600
2025/12/15,Denmark,2019,1,Energy sector,1(c),Non-methane volatile organic compounds (NMVOC),237875.52899999998
2025/12/15,Belgium,2023,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Non-methane volatile organic compounds (NMVOC),721000
2025/12/15,Hungary,2019,2,Production and processing of metals,2(a),PCDD + PCDF (dioxins + furans) (as Teq),0.012
2025/12/15,France,2012,2,Production and processing of metals,2(c)(i),Cadmium and compounds (as Cd),205
2025/12/15,Switzerland,2010,3,Mineral industry,3(c)(i),Benzene,14300
2025/12/15,Slovenia,2016,1,Energy sector,1(c),Carbon monoxide (CO),672000
2025/12/15,Sweden,2014,1,Energy sector,1(c),Sulphur oxides (SOX),227000
2025/12/15,Austria,2024,4,Chemical industry,4(c),Carbon dioxide (CO2),434000000
2025/12/15,Portugal,2022,7,Intensive livestock production and aquaculture,7(a)(iii),Ammonia (NH3),322700
2025/12/15,United Kingdom,2016,2,Production and processing of metals,2(f),Zinc and compounds (as Zn),1174
2025/12/15,Spain,2013,2,Production and processing of metals,2(f),Non-methane volatile organic compounds (NMVOC),2451000
2025/12/15,Norway,2014,5,Waste and wastewater management,5(b),Total organic carbon(as total C or COD/3) (TOC),6203
2025/12/15,Portugal,2020,6,Paper and wood production and processing,6(b),Non-methane volatile organic compounds (NMVOC),1035000
2025/12/15,Spain,2019,4,Chemical industry,4(a)(iv),Nitrogen oxides (NOX),857000
2025/12/15,Portugal,2009,1,Energy sector,1(c),Fluorine and inorganic compounds (as HF),79100
2025/12/15,Austria,2021,2,Production and processing of metals,2(b),Particulate matter (PM10),333800
2025/12/15,France,2019,4,Chemical industry,4(a)(ix),Hydro-fluorocarbons (HFCS),3600
2025/12/15,Spain,2018,3,Mineral industry,3(g),Particulate matter (PM10),279500
2025/12/15,Greece,2010,5,Waste and wastewater management,5(d),Dichloromethane (DCM),1520
2025/12/15,Netherlands,2008,8,Animal and vegetable products from the food and beverage sector,8(c),Carbon dioxide (CO2) excluding biomass,107000000
2025/12/15,Austria,2020,4,Chemical industry,4(c),Particulate matter (PM10),95200
2025/12/15,Belgium,2016,2,Production and processing of metals,2(d),"Benzo(g,h,i)perylene",0.16799999999999998
2025/12/15,Czechia,2012,5,Waste and wastewater management,5(b),Carbon dioxide (CO2) excluding biomass,136000000
2025/12/15,Slovakia,2013,9,Other activities,9(c),Nickel and compounds (as Ni),89.4
2025/12/15,France,2018,4,Chemical industry,4(a)(vi),Tetrachloromethane (TCM),6670
2025/12/15,Poland,2009,4,Chemical industry,4(a),Hydro-fluorocarbons (HFCS),7270
2025/12/15,France,2023,4,Chemical industry,4(c),Nitrogen oxides (NOX),169000
2025/12/15,United Kingdom,2010,4,Chemical industry,4(b),Nitrous oxide (N2O),4221000
2025/12/15,Belgium,2015,4,Chemical industry,4(a)(ii),Chromium and compounds (as Cr),158
2025/12/15,France,2019,6,Paper and wood production and processing,6(b),Ammonia (NH3),20200
2025/12/15,United Kingdom,2010,2,Production and processing of metals,2(e),Zinc and compounds (as Zn),5420
2025/12/15,United Kingdom,2018,2,Production and processing of metals,2(a),Non-methane volatile organic compounds (NMVOC),107000
2025/12/15,Germany,2019,9,Other activities,9(c),Sulphur hexafluoride (SF6),1940
2025/12/15,Poland,2018,6,Paper and wood production and processing,6(b),Zinc and compounds (as Zn),235
2025/12/15,Slovakia,2016,4,Chemical industry,4(c),Carbon dioxide (CO2),984000000
2025/12/15,Slovakia,2012,2,Production and processing of metals,2(e)(i),Fluorine and inorganic compounds (as HF),27000
2025/12/15,Slovenia,2014,1,Energy sector,1(c),Fluorine and inorganic compounds (as HF),42800
2025/12/15,United Kingdom,2009,4,Chemical industry,4(a)(i),Carbon dioxide (CO2),828000000
2025/12/15,Denmark,2023,5,Waste and wastewater management,5(c),Benzene,49.2
2025/12/15,Slovakia,2020,3,Mineral industry,3(c)(i),Chlorine and inorganic compounds (as HCl),17100
2025/12/15,Spain,2023,2,Production and processing of metals,2(e)(i),Arsenic and compounds (as As),231
2025/12/15,France,2016,2,Production and processing of metals,2(e)(i),Perfluorocarbons (PFCs),14060
2025/12/15,United Kingdom,2014,2,Production and processing of metals,2(a),Chromium and compounds (as Cr),435
2025/12/15,Denmark,2019,3,Mineral industry,3(f),Particulate matter (PM10),42628
2025/12/15,France,2011,2,Production and processing of metals,2(c)(i),PCDD + PCDF (dioxins + furans) (as Teq),0.0104
2025/12/15,Poland,2011,7,Intensive livestock production and aquaculture,7(b),Benzene,1160
2025/12/15,France,2013,4,Chemical industry,4(a)(i),Benzene,45750
2025/12/15,Belgium,2024,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),5933000
2025/12/15,France,2024,1,Energy sector,1(c),PCDD + PCDF (dioxins + furans) (as Teq),0.000203
2025/12/15,Germany,2014,7,Intensive livestock production and aquaculture,7(a)(i),Nitrous oxide (N2O),144800
2025/12/15,Finland,2018,6,Paper and wood production and processing,6(a),Carbon monoxide (CO),891000
2025/12/15,Poland,2016,1,Energy sector,1(c),Methane (CH4),30579000
2025/12/15,Finland,2010,1,Energy sector,1(c),Chromium and compounds (as Cr),181
2025/12/15,Estonia,2022,1,Energy sector,1(a),Sulphur oxides (SOX),923000
2025/12/15,France,2011,4,Chemical industry,4(b)(ii),Nitrogen oxides (NOX),1679000
2025/12/15,United Kingdom,2019,5,Waste and wastewater management,5(b),Mercury and compounds (as Hg),27.1
2025/12/15,Netherlands,2023,9,Other activities,9(e),Copper and compounds (as Cu),458
2025/12/15,United Kingdom,2019,4,Chemical industry,4(a),Chlorofluorocarbons (CFCs),12
2025/12/15,Sweden,2012,4,Chemical industry,4(a)(ii),Hydrochlorofluorocarbons (HCFCs),1.2
2025/12/15,Denmark,2020,5,Waste and wastewater management,5(b),Nickel and compounds (as Ni),2.9109999999999996
2025/12/15,Germany,2018,2,Production and processing of metals,2(d),Chromium and compounds (as Cr),513
2025/12/15,Spain,2014,4,Chemical industry,4(b)(iv),Ammonia (NH3),654000
2025/12/15,Finland,2011,3,Mineral industry,3(c)(i),Carbon dioxide (CO2) excluding biomass,659000000
2025/12/15,Hungary,2022,1,Energy sector,1(a),Carbon dioxide (CO2),1492790000
2025/12/15,France,2011,4,Chemical industry,4(b)(ii),Carbon dioxide (CO2),451000000
2025/12/15,Germany,2009,1,Energy sector,1(e),Chlorine and inorganic compounds (as HCl),112300
2025/12/15,Belgium,2012,5,Waste and wastewater management,5(b),Mercury and compounds (as Hg),53.2
2025/12/15,Czechia,2022,9,Other activities,9(c),Sulphur oxides (SOX),20.14
2025/12/15,Portugal,2022,1,Energy sector,1(c),Nitrogen oxides (NOX),12080000
2025/12/15,Netherlands,2016,4,Chemical industry,4(a)(viii),Hydro-fluorocarbons (HFCS),12861
2025/12/15,Belgium,2012,4,Chemical industry,4(b)(ii),Ammonia (NH3),835700
2025/12/15,Germany,2023,3,Mineral industry,3(c),Carbon monoxide (CO),706000
2025/12/15,Belgium,2016,3,Mineral industry,3(c)(iii),Carbon monoxide (CO),1070000
2025/12/15,Belgium,2014,4,Chemical industry,4(a)(vi),Hydrochlorofluorocarbons (HCFCs),1892
2025/12/15,Denmark,2023,4,Chemical industry,4(b)(iv),Particulate matter (PM10),1800
2025/12/15,France,2023,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2),1927000000
2025/12/15,Netherlands,2012,2,Production and processing of metals,2(b),Arsenic and compounds (as As),463
2025/12/15,Croatia,2024,1,Energy sector,1(a),Carbon dioxide (CO2),991000000
2025/12/15,Greece,2013,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),15521000
2025/12/15,Estonia,2020,4,Chemical industry,4(a)(ii),Carbon monoxide (CO),574000
2025/12/15,Italy,2017,5,Waste and wastewater management,5(a),Hydrochlorofluorocarbons (HCFCs),72.69999999999999
2025/12/15,Belgium,2018,3,Mineral industry,3(g),Carbon monoxide (CO),534000
2025/12/15,Denmark,2019,5,Waste and wastewater management,5(b),Nitrogen oxides (NOX),2604703
2025/12/15,Portugal,2010,6,Paper and wood production and processing,6(a),Ammonia (NH3),450600
2025/12/15,France,2015,4,Chemical industry,4(a)(i),Ethylene oxide,11100
2025/12/15,France,2015,5,Waste and wastewater management,5(b),PCDD + PCDF (dioxins + furans) (as Teq),0.00305
2025/12/15,Sweden,2013,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),1418
2025/12/15,Slovenia,2010,2,Production and processing of metals,2(d),Carbon monoxide (CO),1440000
2025/12/15,Belgium,2019,1,Energy sector,1(a),Nickel and compounds (as Ni),342.9
2025/12/15,Slovakia,2012,2,Production and processing of metals,2(b),Arsenic and compounds (as As),25.7
2025/12/15,Poland,2007,2,Production and processing of metals,2(c),Chlorine and inorganic compounds (as HCl),259000
2025/12/15,Denmark,2018,4,Chemical industry,4(b)(iv),Nitrogen oxides (NOX),31700
2025/12/15,Bulgaria,2014,5,Waste and wastewater management,5(d),Ammonia (NH3),1912600
2025/12/15,Germany,2014,4,Chemical industry,4(a),"1,2-dichloroethane (DCE-1,2)",1100
2025/12/15,Belgium,2012,1,Energy sector,1(a),Particulate matter (PM10),106000
2025/12/15,Poland,2007,4,Chemical industry,4(c),Sulphur oxides (SOX),8094000
2025/12/15,Finland,2016,6,Paper and wood production and processing,6(a),Nickel and compounds (as Ni),157.8
2025/12/15,Finland,2009,6,Paper and wood production and processing,6(b),Particulate matter (PM10),146000
2025/12/15,Spain,2007,2,Production and processing of metals,2(e)(i),Copper and compounds (as Cu),12900
2025/12/15,Denmark,2018,6,Paper and wood production and processing,6(b),Nickel and compounds (as Ni),10
2025/12/15,Switzerland,2008,5,Waste and wastewater management,5(b),Zinc and compounds (as Zn),2452
2025/12/15,Sweden,2016,6,Paper and wood production and processing,6(a),Nitrogen oxides (NOX),12849000
2025/12/15,Switzerland,2022,4,Chemical industry,4(a)(i),Dichloromethane (DCM),1120
2025/12/15,Slovakia,2007,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),292400
2025/12/15,Poland,2010,3,Mineral industry,3(e),Chlorine and inorganic compounds (as HCl),25900
2025/12/15,Lithuania,2007,5,Waste and wastewater management,5(d),Carbon monoxide (CO),2700000
2025/12/15,Germany,2016,3,Mineral industry,3(c)(i),Naphthalene,566
2025/12/15,Netherlands,2018,2,Production and processing of metals,2(b),Naphthalene,1770
2025/12/15,Poland,2010,1,Energy sector,1(d),Ammonia (NH3),11900
2025/12/15,Italy,2020,3,Mineral industry,3(e),Lead and compounds (as Pb),477
2025/12/15,Finland,2010,3,Mineral industry,3(c)(ii),Carbon dioxide (CO2),456000000
2025/12/15,Spain,2024,2,Production and processing of metals,2(e)(ii),Chlorine and inorganic compounds (as HCl),14300
2025/12/15,Germany,2017,1,Energy sector,1(a),Hydro-fluorocarbons (HFCS),158
2025/12/15,Poland,2007,1,Energy sector,1(a),Non-methane volatile organic compounds (NMVOC),1605000
2025/12/15,Iceland,2022,5,Waste and wastewater management,5(e),Ammonia (NH3),8600
2025/12/15,Portugal,2013,6,Paper and wood production and processing,6(a),Hydro-fluorocarbons (HFCS),605
2025/12/15,Netherlands,2011,4,Chemical industry,4(a)(viii),Dichloromethane (DCM),20070
2025/12/15,Hungary,2013,4,Chemical industry,4(c),Ammonia (NH3),393000
2025/12/15,France,2024,2,Production and processing of metals,2(b),Ammonia (NH3),60600
2025/12/15,Belgium,2007,3,Mineral industry,3(e),Fluorine and inorganic compounds (as HF),27310
2025/12/15,United Kingdom,2013,5,Waste and wastewater management,5(c),Chlorine and inorganic compounds (as HCl),18100
2025/12/15,Poland,2013,2,Production and processing of metals,2(c),Methane (CH4),536000
2025/12/15,Greece,2023,1,Energy sector,1(c),Chlorine and inorganic compounds (as HCl),28900
2025/12/15,Poland,2024,6,Paper and wood production and processing,6(b),PCDD + PCDF (dioxins + furans) (as Teq),0.001868
2025/12/15,Poland,2007,2,Production and processing of metals,2(c),Polycyclic aromatic hydrocarbons (PAHs),3140
2025/12/15,Portugal,2017,3,Mineral industry,3(c)(i),Naphthalene,768
2025/12/15,Netherlands,2022,2,Production and processing of metals,2(b),Nitrous oxide (N2O),21700
2025/12/15,Cyprus,2022,1,Energy sector,1(c),Nickel and compounds (as Ni),5700
2025/12/15,Ireland,2023,8,Animal and vegetable products from the food and beverage sector,8(c),Nitrogen oxides (NOX),553860
2025/12/15,Belgium,2017,4,Chemical industry,4(b)(ii),Nitrogen oxides (NOX),623000
2025/12/15,Czechia,2010,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Sulphur oxides (SOX),651000
2025/12/15,Poland,2016,2,Production and processing of metals,2(a),Zinc and compounds (as Zn),1500
2025/12/15,Italy,2007,4,Chemical industry,4(b),Nickel and compounds (as Ni),57.6
2025/12/15,United Kingdom,2009,3,Mineral industry,3(c)(i),Naphthalene,246
2025/12/15,Austria,2010,1,Energy sector,1(c),Sulphur oxides (SOX),737000
2025/12/15,Netherlands,2022,4,Chemical industry,4(a)(viii),Trichloromethane,1020
2025/12/15,Germany,2014,2,Production and processing of metals,2(c)(i),Carbon dioxide (CO2),1637000000
2025/12/15,Slovenia,2010,2,Production and processing of metals,2(e)(i),Carbon monoxide (CO),2870000
2025/12/15,France,2016,2,Production and processing of metals,2(c)(i),Methane (CH4),775000
2025/12/15,Netherlands,2019,,,,Methane (CH4),575000
2025/12/15,Germany,2021,2,Production and processing of metals,2(b),Polycyclic aromatic hydrocarbons (PAHs),296
2025/12/15,Czechia,2017,4,Chemical industry,4(a)(vii),Trichloroethylene (TRI),33100
2025/12/15,Cyprus,2007,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),2352000
2025/12/15,Belgium,2009,8,Animal and vegetable products from the food and beverage sector,8(c),Hydro-fluorocarbons (HFCS),123
2025/12/15,Italy,2018,2,Production and processing of metals,2(b),Naphthalene,229.7
2025/12/15,Belgium,2021,4,Chemical industry,4(b)(ii),Nitrogen oxides (NOX),569000
2025/12/15,Portugal,2022,1,Energy sector,1(a),Particulate matter (PM10),135000
2025/12/15,Italy,2017,9,Other activities,9(a),Hydrochlorofluorocarbons (HCFCs),7
2025/12/15,Ireland,2008,7,Intensive livestock production and aquaculture,7(a)(iii),Ammonia (NH3),56400
2025/12/15,Germany,2024,2,Production and processing of metals,2(a),Non-methane volatile organic compounds (NMVOC),380000
2025/12/15,Poland,2008,4,Chemical industry,4(c),Carbon monoxide (CO),2840000
2025/12/15,Netherlands,2012,1,Energy sector,1(b),Nitrogen oxides (NOX),251000
2025/12/15,Czechia,2020,2,Production and processing of metals,2(f),Nitrogen oxides (NOX),1446
2025/12/15,Czechia,2017,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Carbon dioxide (CO2) excluding biomass,94600000
