PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,France,2015,6,Paper and wood production and processing,6(a),Lead and compounds (as Pb),136.6
2025/12/15,Spain,2022,4,Chemical industry,4(a)(x),Chlorides (as total Cl),2460000
2025/12/15,Romania,2021,2,Production and processing of metals,2(b),Cyanides (as total CN),979
2025/12/15,Poland,2011,6,Paper and wood production and processing,6(a),Total phosphorus,10400
2025/12/15,Italy,2017,5,Waste and wastewater management,5(f),Hexachlorobutadiene (HCBD),1127.0000000000002
2025/12/15,Croatia,2018,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),952
2025/12/15,Bulgaria,2007,4,Chemical industry,4(e),Phenols (as total C),25
2025/12/15,Italy,2012,5,Waste and wastewater management,5(c),Cadmium and compounds (as Cd),409.09000000000003
2025/12/15,Italy,2012,5,Waste and wastewater management,5(c),Endrin,13.35
2025/12/15,Hungary,2009,2,Production and processing of metals,2(a),Nickel and compounds (as Ni),4070
2025/12/15,United Kingdom,2014,4,Chemical industry,4(a)(ix),Nonylphenol and Nonylphenol ethoxylates,9.27
2025/12/15,Belgium,2021,4,Chemical industry,4(b)(v),Arsenic and compounds (as As),6.15
2025/12/15,Luxembourg,2020,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),22.2
2025/12/15,Netherlands,2009,4,Chemical industry,4(d),Zinc and compounds (as Zn),119
2025/12/15,France,2023,5,Waste and wastewater management,5(f),Di-(2-ethyl hexyl) phthalate (DEHP),245.33
2025/12/15,Sweden,2014,2,Production and processing of metals,2(c),Nickel and compounds (as Ni),197
2025/12/15,Germany,2020,4,Chemical industry,4(b)(iv),Lead and compounds (as Pb),480.8
2025/12/15,Austria,2014,5,Waste and wastewater management,5(g),Zinc and compounds (as Zn),4224
2025/12/15,Poland,2013,5,Waste and wastewater management,5(g),Chromium and compounds (as Cr),458
2025/12/15,Czechia,2012,,,,Nickel and compounds (as Ni),21.3
2025/12/15,United Kingdom,2009,4,Chemical industry,4(e),Dichloromethane (DCM),1977
2025/12/15,Czechia,2011,2,Production and processing of metals,2(e)(ii),Copper and compounds (as Cu),112.80000000000001
2025/12/15,Hungary,2010,5,Waste and wastewater management,5(c),Total organic carbon(as total C or COD/3) (TOC),222000
2025/12/15,Netherlands,2020,4,Chemical industry,4(a)(viii),Chlorides (as total Cl),13710000
2025/12/15,Czechia,2016,4,Chemical industry,4(a)(i),Total nitrogen,70200
2025/12/15,France,2017,5,Waste and wastewater management,5(g),Fluorides (as total F),2220
2025/12/15,France,2007,5,Waste and wastewater management,5(a),Hexachlorobenzene (HCB),2.23
2025/12/15,Finland,2020,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),1278
2025/12/15,Germany,2020,5,Waste and wastewater management,5(b),Nickel and compounds (as Ni),140
2025/12/15,Spain,2011,5,Waste and wastewater management,5(f),Chromium and compounds (as Cr),374.4
2025/12/15,Poland,2023,6,Paper and wood production and processing,6(a),Nickel and compounds (as Ni),35
2025/12/15,Finland,2020,6,Paper and wood production and processing,6(b),Total organic carbon(as total C or COD/3) (TOC),1129000
2025/12/15,Spain,2019,1,Energy sector,1(c),Mercury and compounds (as Hg),1.66
2025/12/15,France,2016,4,Chemical industry,4(e),Di-(2-ethyl hexyl) phthalate (DEHP),11.06
2025/12/15,Poland,2015,5,Waste and wastewater management,5(f),Tetrachloromethane (TCM),16.7
2025/12/15,France,2011,4,Chemical industry,4(a)(ii),Zinc and compounds (as Zn),1139
2025/12/15,Poland,2009,5,Waste and wastewater management,5(f),Cyanides (as total CN),1332.9
2025/12/15,Austria,2009,1,Energy sector,1(a),Copper and compounds (as Cu),213
2025/12/15,Slovakia,2014,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),539
2025/12/15,Netherlands,2010,2,Production and processing of metals,2(e)(ii),Zinc and compounds (as Zn),118
2025/12/15,Bulgaria,2008,6,Paper and wood production and processing,6(a),Total organic carbon(as total C or COD/3) (TOC),33300000
2025/12/15,Spain,2008,5,Waste and wastewater management,5(e),Total phosphorus,13000
2025/12/15,Bulgaria,2008,2,Production and processing of metals,2(e)(i),Lead and compounds (as Pb),146.1
2025/12/15,United Kingdom,2018,2,Production and processing of metals,2(b),Arsenic and compounds (as As),29.6
2025/12/15,Poland,2011,1,Energy sector,1(a),Chromium and compounds (as Cr),213
2025/12/15,Italy,2007,1,Energy sector,1(c),Lead and compounds (as Pb),318.9
2025/12/15,Portugal,2024,9,Other activities,9(e),Copper and compounds (as Cu),69
2025/12/15,Greece,2022,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),3032
2025/12/15,Slovenia,2012,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),57.2
2025/12/15,Finland,2016,5,Waste and wastewater management,5(f),"1,2-dichloroethane (DCE-1,2)",623
2025/12/15,Sweden,2016,5,Waste and wastewater management,5(f),Zinc and compounds (as Zn),11235
2025/12/15,Slovakia,2019,1,Energy sector,1(a),Mercury and compounds (as Hg),58.2
2025/12/15,Austria,2018,1,Energy sector,1(a),Copper and compounds (as Cu),98.6
2025/12/15,France,2008,4,Chemical industry,4(b)(iv),Total nitrogen,929800
2025/12/15,Italy,2008,2,Production and processing of metals,2(b),Total phosphorus,12400
2025/12/15,Denmark,2019,5,Waste and wastewater management,5(d),Total nitrogen,83988
2025/12/15,Portugal,2014,4,Chemical industry,4(b)(iv),Chlorides (as total Cl),30600000
2025/12/15,Czechia,2018,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),25.898
2025/12/15,Hungary,2015,2,Production and processing of metals,2(a),Copper and compounds (as Cu),568
2025/12/15,Spain,2010,5,Waste and wastewater management,5(d),Zinc and compounds (as Zn),113
2025/12/15,Czechia,2009,2,Production and processing of metals,2(f),Nickel and compounds (as Ni),118
2025/12/15,Spain,2011,2,Production and processing of metals,2(b),Halogenated organic compounds (as AOX),1750
2025/12/15,Germany,2019,4,Chemical industry,4(a),Dichloromethane (DCM),44
2025/12/15,Spain,2014,5,Waste and wastewater management,5(b),Mercury and compounds (as Hg),35.8
2025/12/15,France,2010,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Chlorides (as total Cl),8630000
2025/12/15,Germany,2012,4,Chemical industry,4(a)(ii),Total nitrogen,1240000
2025/12/15,United Kingdom,2012,2,Production and processing of metals,2(e),Total nitrogen,279000
2025/12/15,France,2020,1,Energy sector,1(c),Copper and compounds (as Cu),669
2025/12/15,United Kingdom,2019,2,Production and processing of metals,2(a),Lead and compounds (as Pb),1280
2025/12/15,Germany,2019,1,Energy sector,1(d),Fluorides (as total F),38800
2025/12/15,France,2007,2,Production and processing of metals,2(c)(i),Nickel and compounds (as Ni),79.5
2025/12/15,Poland,2021,6,Paper and wood production and processing,6(b),Nickel and compounds (as Ni),37
2025/12/15,Germany,2019,5,Waste and wastewater management,5(b),Halogenated organic compounds (as AOX),4220
2025/12/15,Slovakia,2017,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),14.4
2025/12/15,France,2023,4,Chemical industry,4(a)(ii),Zinc and compounds (as Zn),330
2025/12/15,Spain,2013,4,Chemical industry,4(a)(viii),Octylphenols and Octylphenol ethoxylates,1.25
2025/12/15,Italy,2010,5,Waste and wastewater management,5(g),Total organic carbon(as total C or COD/3) (TOC),533000
2025/12/15,Sweden,2016,3,Mineral industry,3(b),Nickel and compounds (as Ni),60
2025/12/15,Spain,2016,4,Chemical industry,4(d),Di-(2-ethyl hexyl) phthalate (DEHP),5.87
2025/12/15,France,2008,1,Energy sector,1(c),Phenols (as total C),1590
2025/12/15,Portugal,2014,5,Waste and wastewater management,5(f),Copper and compounds (as Cu),8566.599999999999
2025/12/15,Belgium,2014,4,Chemical industry,4(b)(iv),Zinc and compounds (as Zn),637
2025/12/15,Netherlands,2007,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nickel and compounds (as Ni),145.4
2025/12/15,Switzerland,2010,5,Waste and wastewater management,5(f),Arsenic and compounds (as As),157
2025/12/15,Spain,2007,5,Waste and wastewater management,5(f),Isoproturon,7.69
2025/12/15,United Kingdom,2019,4,Chemical industry,4(a),Pentachlorophenol (PCP),9.05
2025/12/15,Bulgaria,2021,4,Chemical industry,4(c),Total phosphorus,5737
2025/12/15,United Kingdom,2010,5,Waste and wastewater management,5(f),Benzene,49.9
2025/12/15,Germany,2007,5,Waste and wastewater management,5(f),Polycyclic aromatic hydrocarbons (PAHs),6.5
2025/12/15,United Kingdom,2018,4,Chemical industry,4(d),Dichloromethane (DCM),597
2025/12/15,France,2019,4,Chemical industry,4(a)(i),Arsenic and compounds (as As),6.26
2025/12/15,Sweden,2022,5,Waste and wastewater management,5(a),Phenols (as total C),26
2025/12/15,United Kingdom,2009,4,Chemical industry,4(d),Dichloromethane (DCM),22
2025/12/15,Czechia,2009,4,Chemical industry,4(a)(x),Phenols (as total C),22.4
2025/12/15,Austria,2008,6,Paper and wood production and processing,6(b),Total organic carbon(as total C or COD/3) (TOC),1230600
2025/12/15,Netherlands,2012,4,Chemical industry,4(b)(v),Chlorides (as total Cl),86560000
2025/12/15,Hungary,2020,2,Production and processing of metals,2(a),Lead and compounds (as Pb),3340
2025/12/15,France,2009,2,Production and processing of metals,2(e)(i),Zinc and compounds (as Zn),12691
2025/12/15,Spain,2009,4,Chemical industry,4(a)(ii),Phenols (as total C),68.2
2025/12/15,Bulgaria,2019,4,Chemical industry,4(a)(viii),Total nitrogen,127091
2025/12/15,United Kingdom,2016,5,Waste and wastewater management,5(c),Total nitrogen,1788700
2025/12/15,France,2016,4,Chemical industry,4(a)(x),Total phosphorus,6320
2025/12/15,Finland,2011,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),13.5
2025/12/15,Austria,2017,6,Paper and wood production and processing,6(a),Lead and compounds (as Pb),69
2025/12/15,Finland,2011,2,Production and processing of metals,2(b),Fluorides (as total F),23290
2025/12/15,Czechia,2021,2,Production and processing of metals,2(b),Fluorides (as total F),33709.7
2025/12/15,Belgium,2010,1,Energy sector,1(a),Chlorides (as total Cl),7490000
2025/12/15,Bulgaria,2008,4,Chemical industry,4(c),Cadmium and compounds (as Cd),20
2025/12/15,Czechia,2021,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),16.649
2025/12/15,Belgium,2024,4,Chemical industry,4(a)(ii),Halogenated organic compounds (as AOX),2370
2025/12/15,France,2010,2,Production and processing of metals,2(f),Fluorides (as total F),6170
2025/12/15,Croatia,2020,4,Chemical industry,4(e),Phenols (as total C),411
2025/12/15,Bulgaria,2008,4,Chemical industry,4(c),Fluorides (as total F),7100
2025/12/15,France,2010,4,Chemical industry,4(e),Chlorides (as total Cl),2510000
2025/12/15,Romania,2022,2,Production and processing of metals,2(b),Cyanides (as total CN),1010
2025/12/15,Portugal,2007,3,Mineral industry,3(a),Nickel and compounds (as Ni),197
2025/12/15,Slovakia,2012,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),2.6
2025/12/15,Spain,2015,2,Production and processing of metals,2(b),Total organic carbon(as total C or COD/3) (TOC),216000
2025/12/15,Germany,2015,2,Production and processing of metals,2(e)(i),Nickel and compounds (as Ni),34.7
2025/12/15,Sweden,2020,2,Production and processing of metals,2(e)(i),Arsenic and compounds (as As),75
2025/12/15,Czechia,2017,4,Chemical industry,4(a)(iv),Phenols (as total C),60
2025/12/15,Germany,2023,3,Mineral industry,3(a),Total organic carbon(as total C or COD/3) (TOC),115100
2025/12/15,Finland,2016,5,Waste and wastewater management,5(d),Chlorides (as total Cl),4020000
2025/12/15,France,2010,1,Energy sector,1(a),Fluoranthene,16.8
2025/12/15,Norway,2012,3,Mineral industry,3(a),Total nitrogen,58000
2025/12/15,Germany,2018,4,Chemical industry,4(a)(iv),Zinc and compounds (as Zn),3536
2025/12/15,United Kingdom,2007,2,Production and processing of metals,2(a),Total nitrogen,154000
2025/12/15,United Kingdom,2007,5,Waste and wastewater management,5(f),Fluorides (as total F),1018870
2025/12/15,Italy,2010,5,Waste and wastewater management,5(f),Phenols (as total C),39143.99999999999
2025/12/15,Germany,2021,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),2261.2000000000003
2025/12/15,Hungary,2014,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),90.28
2025/12/15,Italy,2021,2,Production and processing of metals,2(c),Zinc and compounds (as Zn),105.273
2025/12/15,France,2010,,,,Chromium and compounds (as Cr),260.5
2025/12/15,Italy,2009,5,Waste and wastewater management,5(c),Cyanides (as total CN),1590.1999999999998
2025/12/15,Italy,2020,5,Waste and wastewater management,5(c),Mercury and compounds (as Hg),26.2904
2025/12/15,Portugal,2020,5,Waste and wastewater management,5(f),Diuron,11.97
2025/12/15,Finland,2017,6,Paper and wood production and processing,6(a),Chlorides (as total Cl),59540000
2025/12/15,Czechia,2010,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),46.2
2025/12/15,France,2023,2,Production and processing of metals,2(e)(i),Nickel and compounds (as Ni),70.4
2025/12/15,United Kingdom,2010,1,Energy sector,1(a),Cyanides (as total CN),596.8
2025/12/15,Belgium,2015,4,Chemical industry,4(a)(viii),Total organic carbon(as total C or COD/3) (TOC),276000
2025/12/15,United Kingdom,2014,5,Waste and wastewater management,5(f),Di-(2-ethyl hexyl) phthalate (DEHP),10169.27
2025/12/15,Germany,2008,2,Production and processing of metals,2(b),Copper and compounds (as Cu),385.8
2025/12/15,Slovakia,2019,2,Production and processing of metals,2(b),Cyanides (as total CN),1280
2025/12/15,Poland,2011,5,Waste and wastewater management,5(c),Lead and compounds (as Pb),261
2025/12/15,United Kingdom,2011,1,Energy sector,1(c),Cadmium and compounds (as Cd),300.25
2025/12/15,Italy,2008,5,Waste and wastewater management,5(f),Chromium and compounds (as Cr),20375.1
2025/12/15,Italy,2018,5,Waste and wastewater management,5(d),Arsenic and compounds (as As),33.869
2025/12/15,Germany,2015,4,Chemical industry,4(a)(vii),Mercury and compounds (as Hg),6.36
2025/12/15,Italy,2007,5,Waste and wastewater management,5(c),"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",1.48
2025/12/15,Germany,2018,5,Waste and wastewater management,5(b),Polycyclic aromatic hydrocarbons (PAHs),9.95
2025/12/15,France,2021,1,Energy sector,1(a),Fluorides (as total F),38060
2025/12/15,Norway,2013,3,Mineral industry,3(a),Benzene,868774.9
2025/12/15,Bulgaria,2017,1,Energy sector,1(c),Chromium and compounds (as Cr),331.4
2025/12/15,France,2020,4,Chemical industry,4(b)(i),Mercury and compounds (as Hg),16.3
2025/12/15,France,2021,,,,Mercury and compounds (as Hg),1.54
2025/12/15,Portugal,2022,6,Paper and wood production and processing,6(b),Cyanides (as total CN),52.5
2025/12/15,Poland,2019,1,Energy sector,1(a),Nickel and compounds (as Ni),536
2025/12/15,Spain,2015,5,Waste and wastewater management,5(f),Simazine,1281.3
2025/12/15,Netherlands,2024,5,Waste and wastewater management,5(g),Total organic carbon(as total C or COD/3) (TOC),58300
2025/12/15,Spain,2008,5,Waste and wastewater management,5(b),Phenols (as total C),48.3
2025/12/15,Norway,2013,5,Waste and wastewater management,5(f),Zinc and compounds (as Zn),8135
2025/12/15,Switzerland,2017,5,Waste and wastewater management,5(g),Nickel and compounds (as Ni),98
2025/12/15,Sweden,2018,6,Paper and wood production and processing,6(a),Arsenic and compounds (as As),289.49
2025/12/15,Austria,2011,5,Waste and wastewater management,5(a),PCDD + PCDF (dioxins + furans) (as Teq),0.0021
2025/12/15,Italy,2021,5,Waste and wastewater management,5(f),Anthracene,8.69
2025/12/15,Romania,2022,5,Waste and wastewater management,5(f),Total nitrogen,7136400
2025/12/15,Germany,2014,8,Animal and vegetable products from the food and beverage sector,8(c),Total phosphorus,5380
2025/12/15,Belgium,2020,2,Production and processing of metals,2(e)(i),Chlorides (as total Cl),11780000
2025/12/15,Romania,2022,4,Chemical industry,4(f),Cadmium and compounds (as Cd),16.8
2025/12/15,United Kingdom,2013,1,Energy sector,1(a),Benzene,7057
2025/12/15,Netherlands,2014,4,Chemical industry,4(a)(x),Nickel and compounds (as Ni),78.1
2025/12/15,Belgium,2023,4,Chemical industry,4(a)(ii),Halogenated organic compounds (as AOX),2500
2025/12/15,Hungary,2007,1,Energy sector,1(a),Chromium and compounds (as Cr),183
2025/12/15,United Kingdom,2010,4,Chemical industry,4(e),Total organic carbon(as total C or COD/3) (TOC),439100
2025/12/15,Latvia,2016,5,Waste and wastewater management,5(a),Cadmium and compounds (as Cd),6
2025/12/15,Spain,2017,5,Waste and wastewater management,5(f),Tributyltin and compounds,75.30000000000001
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(b),Lead and compounds (as Pb),3352.4
2025/12/15,United Kingdom,2014,5,Waste and wastewater management,5(a),Arsenic and compounds (as As),19.15
2025/12/15,Italy,2020,1,Energy sector,1(a),Total phosphorus,7321.306
2025/12/15,Spain,2017,4,Chemical industry,4(b)(i),Tetrachloromethane (TCM),1.16
2025/12/15,Germany,2016,4,Chemical industry,4(b)(iv),Copper and compounds (as Cu),740
2025/12/15,Greece,2015,1,Energy sector,1(c),Lead and compounds (as Pb),27.2
2025/12/15,Denmark,2013,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),22
2025/12/15,Slovenia,2010,5,Waste and wastewater management,5(f),Octylphenols and Octylphenol ethoxylates,1.07
2025/12/15,France,2024,2,Production and processing of metals,2(c)(i),Lead and compounds (as Pb),199
2025/12/15,Greece,2014,4,Chemical industry,4(c),Zinc and compounds (as Zn),136
