PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Denmark,2018,5,Waste and wastewater management,5(c),Total organic carbon(as total C or COD/3) (TOC),279.98
2025/12/15,Netherlands,2011,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),204.2
2025/12/15,Switzerland,2013,5,Waste and wastewater management,5(b),Cyanides (as total CN),0.07
2025/12/15,Germany,2024,1,Energy sector,1(c),Trichlorobenzenes (TCB),11.1
2025/12/15,Netherlands,2022,8,Animal and vegetable products from the food and beverage sector,8(c),Total phosphorus,6790
2025/12/15,Spain,2023,5,Waste and wastewater management,5(b),Total organic carbon(as total C or COD/3) (TOC),1400000
2025/12/15,Italy,2008,5,Waste and wastewater management,5(a),Isoproturon,55.2
2025/12/15,Norway,2016,1,Energy sector,1(a),Total organic carbon(as total C or COD/3) (TOC),56000
2025/12/15,France,2014,4,Chemical industry,4(a)(x),Nickel and compounds (as Ni),284
2025/12/15,France,2022,1,Energy sector,1(a),Benzene,374
2025/12/15,United Kingdom,2019,4,Chemical industry,4(d),Total organic carbon(as total C or COD/3) (TOC),1520000
2025/12/15,Germany,2012,1,Energy sector,1(a),Chromium and compounds (as Cr),66.3
2025/12/15,Netherlands,2014,4,Chemical industry,4(a)(i),Zinc and compounds (as Zn),841
2025/12/15,Portugal,2023,6,Paper and wood production and processing,6(b),Chlorides (as total Cl),5650000
2025/12/15,Italy,2022,4,Chemical industry,4(e),Toluene,207.8
2025/12/15,Sweden,2020,5,Waste and wastewater management,5(f),Polycyclic aromatic hydrocarbons (PAHs),11.3
2025/12/15,Germany,2023,5,Waste and wastewater management,5(c),Chlorides (as total Cl),6100000
2025/12/15,Belgium,2020,2,Production and processing of metals,2(b),Cyanides (as total CN),325
2025/12/15,Slovakia,2021,4,Chemical industry,4(c),Phenols (as total C),568
2025/12/15,Sweden,2013,1,Energy sector,1(c),Phenols (as total C),126
2025/12/15,Finland,2022,3,Mineral industry,3(b),Zinc and compounds (as Zn),356
2025/12/15,France,2022,2,Production and processing of metals,2(e)(i),Cadmium and compounds (as Cd),6.08
2025/12/15,Czechia,2018,6,Paper and wood production and processing,6(a),Total nitrogen,86887.7
2025/12/15,Poland,2014,4,Chemical industry,4(a),Naphthalene,20.2
2025/12/15,Croatia,2024,5,Waste and wastewater management,5(f),Chlorides (as total Cl),14750000
2025/12/15,Poland,2010,6,Paper and wood production and processing,6(a),Total nitrogen,175000
2025/12/15,France,2023,4,Chemical industry,4(a)(i),Benzene,85.900002
2025/12/15,Sweden,2009,5,Waste and wastewater management,5(b),Mercury and compounds (as Hg),1.6
2025/12/15,Sweden,2013,6,Paper and wood production and processing,6(a),Copper and compounds (as Cu),3215.5
2025/12/15,Germany,2018,4,Chemical industry,4(b)(v),Chromium and compounds (as Cr),4220
2025/12/15,Sweden,2011,3,Mineral industry,3(b),Arsenic and compounds (as As),5.3
2025/12/15,Slovenia,2016,5,Waste and wastewater management,5(f),Total nitrogen,584200
2025/12/15,Netherlands,2017,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),405
2025/12/15,Spain,2016,5,Waste and wastewater management,5(f),Isoproturon,18.46
2025/12/15,United Kingdom,2010,2,Production and processing of metals,2(e),Nickel and compounds (as Ni),1511.8
2025/12/15,Italy,2023,6,Paper and wood production and processing,6(b),Mercury and compounds (as Hg),7.409999999999999
2025/12/15,United Kingdom,2015,1,Energy sector,1(a),Cyanides (as total CN),5240
2025/12/15,Poland,2023,5,Waste and wastewater management,5(g),Lead and compounds (as Pb),228
2025/12/15,Spain,2008,4,Chemical industry,4(d),Chlorides (as total Cl),5990000
2025/12/15,Germany,2008,5,Waste and wastewater management,5(f),Total phosphorus,1574830
2025/12/15,Germany,2021,5,Waste and wastewater management,5(f),Total phosphorus,1013290
2025/12/15,Poland,2013,5,Waste and wastewater management,5(d),Lead and compounds (as Pb),240
2025/12/15,Italy,2013,5,Waste and wastewater management,5(c),Arsenic and compounds (as As),1936.3200000000002
2025/12/15,Spain,2007,1,Energy sector,1(c),Nickel and compounds (as Ni),520.7
2025/12/15,France,2007,6,Paper and wood production and processing,6(a),Halogenated organic compounds (as AOX),171940
2025/12/15,Italy,2007,5,Waste and wastewater management,5(f),Arsenic and compounds (as As),4686.299999999999
2025/12/15,France,2024,5,Waste and wastewater management,5(f),Fluorides (as total F),86140
2025/12/15,Sweden,2021,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),6900800
2025/12/15,Czechia,2013,3,Mineral industry,3(e),Lead and compounds (as Pb),25
2025/12/15,Netherlands,2013,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),143.7
2025/12/15,France,2023,2,Production and processing of metals,2(f),Trichloromethane,25.200001
2025/12/15,Germany,2014,1,Energy sector,1(a),Total organic carbon(as total C or COD/3) (TOC),261400
2025/12/15,Italy,2010,4,Chemical industry,4(a),Total phosphorus,39650
2025/12/15,France,2010,1,Energy sector,1(c),Zinc and compounds (as Zn),3492
2025/12/15,Romania,2015,2,Production and processing of metals,2(e)(ii),Total nitrogen,339000
2025/12/15,Germany,2018,5,Waste and wastewater management,5(f),Phenols (as total C),779
2025/12/15,Finland,2012,5,Waste and wastewater management,5(f),Di-(2-ethyl hexyl) phthalate (DEHP),73.80000000000001
2025/12/15,Poland,2010,4,Chemical industry,4(b),Total nitrogen,1004000
2025/12/15,Germany,2013,6,Paper and wood production and processing,6(b),Total organic carbon(as total C or COD/3) (TOC),8660200
2025/12/15,France,2008,4,Chemical industry,4(a)(i),Total organic carbon(as total C or COD/3) (TOC),91200
2025/12/15,Denmark,2024,8,Animal and vegetable products from the food and beverage sector,8(a),Total phosphorus,321
2025/12/15,United Kingdom,2016,1,Energy sector,1(c),Chromium and compounds (as Cr),856.5
2025/12/15,Finland,2016,2,Production and processing of metals,2(b),Copper and compounds (as Cu),209.9
2025/12/15,Spain,2021,7,Intensive livestock production and aquaculture,7(b),Total nitrogen,4928000
2025/12/15,United Kingdom,2019,1,Energy sector,1(c),Total phosphorus,60690
2025/12/15,Romania,2011,2,Production and processing of metals,2(c)(i),Lead and compounds (as Pb),77
2025/12/15,France,2010,5,Waste and wastewater management,5(f),Nonylphenol and Nonylphenol ethoxylates,277.4
2025/12/15,Germany,2010,4,Chemical industry,4(b)(ii),Lead and compounds (as Pb),42.5
2025/12/15,Germany,2011,1,Energy sector,1(c),Zinc and compounds (as Zn),9233
2025/12/15,United Kingdom,2007,4,Chemical industry,4(b),Chlorides (as total Cl),873640000
2025/12/15,Portugal,2016,3,Mineral industry,3(a),Copper and compounds (as Cu),147
2025/12/15,Switzerland,2021,1,Energy sector,1(a),Phenols (as total C),29.3
2025/12/15,Germany,2011,3,Mineral industry,3(a),Zinc and compounds (as Zn),77116
2025/12/15,Finland,2013,6,Paper and wood production and processing,6(b),Zinc and compounds (as Zn),16936
2025/12/15,United Kingdom,2009,1,Energy sector,1(c),Copper and compounds (as Cu),7503
2025/12/15,Finland,2010,6,Paper and wood production and processing,6(a),Cadmium and compounds (as Cd),163.4
2025/12/15,Switzerland,2021,4,Chemical industry,4(e),Total organic carbon(as total C or COD/3) (TOC),144500
2025/12/15,Germany,2017,2,Production and processing of metals,2(e)(i),Cadmium and compounds (as Cd),5.6
2025/12/15,Belgium,2018,5,Waste and wastewater management,5(f),"Benzo(g,h,i)perylene",1.15
2025/12/15,Spain,2024,5,Waste and wastewater management,5(f),Atrazine,78.44
2025/12/15,Germany,2007,1,Energy sector,1(c),Trichloromethane,109
2025/12/15,Czechia,2008,4,Chemical industry,4(a)(x),Lead and compounds (as Pb),63.4
2025/12/15,Germany,2014,3,Mineral industry,3(a),Arsenic and compounds (as As),65.6
2025/12/15,Germany,2019,5,Waste and wastewater management,5(b),Total nitrogen,1140000
2025/12/15,Germany,2009,3,Mineral industry,3(a),Nickel and compounds (as Ni),1744.2
2025/12/15,Poland,2020,1,Energy sector,1(c),Chlorides (as total Cl),31830000
2025/12/15,France,2011,5,Waste and wastewater management,5(f),"1,2-dichloroethane (DCE-1,2)",36.4
2025/12/15,Germany,2015,4,Chemical industry,4(b)(iv),Fluorides (as total F),36400
2025/12/15,United Kingdom,2012,2,Production and processing of metals,2(c),Arsenic and compounds (as As),10
2025/12/15,Belgium,2012,5,Waste and wastewater management,5(a),Chlorides (as total Cl),7500000
2025/12/15,Serbia,2017,1,Energy sector,1(c),Copper and compounds (as Cu),73905
2025/12/15,Czechia,2019,,,,Nonylphenol and Nonylphenol ethoxylates,1.98
2025/12/15,Italy,2016,2,Production and processing of metals,2(f),Cyanides (as total CN),53.9
2025/12/15,Germany,2014,3,Mineral industry,3(a),Chromium and compounds (as Cr),220
2025/12/15,France,2009,1,Energy sector,1(c),Zinc and compounds (as Zn),3645
2025/12/15,Sweden,2016,5,Waste and wastewater management,5(f),Total phosphorus,96550
2025/12/15,Germany,2012,4,Chemical industry,4(b)(v),Chlorides (as total Cl),15580000
2025/12/15,Switzerland,2012,4,Chemical industry,4(e),Nickel and compounds (as Ni),212
2025/12/15,Spain,2022,5,Waste and wastewater management,5(f),Chlorides (as total Cl),498250000
2025/12/15,Czechia,2015,1,Energy sector,1(c),Zinc and compounds (as Zn),908
2025/12/15,Greece,2021,4,Chemical industry,4(c),Total nitrogen,117000
2025/12/15,Germany,2007,4,Chemical industry,4(a),Halogenated organic compounds (as AOX),8810
2025/12/15,Poland,2007,1,Energy sector,1(c),Zinc and compounds (as Zn),3280
2025/12/15,France,2011,4,Chemical industry,4(a)(ii),Total phosphorus,5080
2025/12/15,Germany,2007,4,Chemical industry,4(a),Chlorides (as total Cl),38760000
2025/12/15,Germany,2017,5,Waste and wastewater management,5(g),Total organic carbon(as total C or COD/3) (TOC),585000
2025/12/15,Germany,2008,6,Paper and wood production and processing,6(b),Mercury and compounds (as Hg),2.19
2025/12/15,Spain,2022,6,Paper and wood production and processing,6(a),Total nitrogen,58200
2025/12/15,Belgium,2018,5,Waste and wastewater management,5(c),Copper and compounds (as Cu),58.8
2025/12/15,France,2009,4,Chemical industry,4(a)(i),Copper and compounds (as Cu),149
2025/12/15,Netherlands,2009,4,Chemical industry,4(b),Fluorides (as total F),8230
2025/12/15,Spain,2022,5,Waste and wastewater management,5(f),Lindane,22.68
2025/12/15,Italy,2016,5,Waste and wastewater management,5(b),Copper and compounds (as Cu),50
2025/12/15,Sweden,2018,4,Chemical industry,4(e),Total organic carbon(as total C or COD/3) (TOC),162000
2025/12/15,France,2022,2,Production and processing of metals,2(c)(i),Polycyclic aromatic hydrocarbons (PAHs),5.28
2025/12/15,Czechia,2012,4,Chemical industry,4(a)(iv),Total organic carbon(as total C or COD/3) (TOC),58100
2025/12/15,Italy,2018,8,Animal and vegetable products from the food and beverage sector,8(a),Total nitrogen,322550
2025/12/15,Spain,2018,5,Waste and wastewater management,5(f),Di-(2-ethyl hexyl) phthalate (DEHP),766.2
2025/12/15,Austria,2012,5,Waste and wastewater management,5(f),Arsenic and compounds (as As),36.4
2025/12/15,Sweden,2017,6,Paper and wood production and processing,6(a),Copper and compounds (as Cu),3021.2
2025/12/15,Poland,2014,5,Waste and wastewater management,5(f),Chlorides (as total Cl),96590000
2025/12/15,France,2008,2,Production and processing of metals,2(f),Copper and compounds (as Cu),688.9
2025/12/15,Belgium,2024,4,Chemical industry,4(b)(ii),Total organic carbon(as total C or COD/3) (TOC),413000
2025/12/15,France,2012,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Copper and compounds (as Cu),158
2025/12/15,Poland,2012,4,Chemical industry,4(a),Mercury and compounds (as Hg),68.95
2025/12/15,Germany,2020,4,Chemical industry,4(a)(ii),Copper and compounds (as Cu),4970
2025/12/15,United Kingdom,2015,1,Energy sector,1(c),Nickel and compounds (as Ni),1500.5
2025/12/15,Germany,2020,4,Chemical industry,4(a)(ii),Cyanides (as total CN),2980
2025/12/15,France,2022,4,Chemical industry,4(a)(ii),Dichloromethane (DCM),21.5
2025/12/15,Italy,2011,4,Chemical industry,4(b),Zinc and compounds (as Zn),21105
2025/12/15,Greece,2020,1,Energy sector,1(a),Nickel and compounds (as Ni),134.7
2025/12/15,Norway,2008,4,Chemical industry,4(b)(v),Mercury and compounds (as Hg),3.5
2025/12/15,Slovakia,2011,2,Production and processing of metals,2(b),Octylphenols and Octylphenol ethoxylates,14.3
2025/12/15,Netherlands,2019,4,Chemical industry,4(a)(viii),Nickel and compounds (as Ni),63.2
2025/12/15,Germany,2015,4,Chemical industry,4(a)(iii),Total nitrogen,59400
2025/12/15,Slovakia,2011,2,Production and processing of metals,2(b),Total organic carbon(as total C or COD/3) (TOC),133000
2025/12/15,Czechia,2017,2,Production and processing of metals,2(b),Lead and compounds (as Pb),175.2
2025/12/15,Bulgaria,2014,6,Paper and wood production and processing,6(c),Total organic carbon(as total C or COD/3) (TOC),313000
2025/12/15,Slovenia,2011,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),151.8
2025/12/15,Netherlands,2015,1,Energy sector,1(a),Cyanides (as total CN),389
2025/12/15,Slovenia,2010,2,Production and processing of metals,2(b),Fluorides (as total F),2430
2025/12/15,Czechia,2016,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),2632.4
2025/12/15,United Kingdom,2007,2,Production and processing of metals,2(a),Zinc and compounds (as Zn),17800
2025/12/15,Italy,2008,8,Animal and vegetable products from the food and beverage sector,8(b),Mercury and compounds (as Hg),3
2025/12/15,Belgium,2019,4,Chemical industry,4(b),Chlorides (as total Cl),6650000
2025/12/15,Poland,2016,8,Animal and vegetable products from the food and beverage sector,8(b),Phenols (as total C),22.6
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(a),Total nitrogen,266000
2025/12/15,France,2007,4,Chemical industry,4(e),Trichloromethane,37.9
2025/12/15,Italy,2017,4,Chemical industry,4(e),Cyanides (as total CN),102
2025/12/15,Czechia,2017,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),2550
2025/12/15,Poland,2021,5,Waste and wastewater management,5(g),Hexachlorobutadiene (HCBD),2
2025/12/15,Poland,2020,2,Production and processing of metals,2(a),Fluorides (as total F),59800
2025/12/15,Poland,2016,5,Waste and wastewater management,5(f),Total phosphorus,350300
2025/12/15,Finland,2018,6,Paper and wood production and processing,6(a),Lead and compounds (as Pb),123.5
2025/12/15,Netherlands,2022,1,Energy sector,1(c),Total phosphorus,5020
2025/12/15,Belgium,2011,4,Chemical industry,4(b)(ii),Chromium and compounds (as Cr),52.4
2025/12/15,Poland,2020,6,Paper and wood production and processing,6(b),Chlorides (as total Cl),6270000
2025/12/15,Finland,2020,6,Paper and wood production and processing,6(a),Total organic carbon(as total C or COD/3) (TOC),19048000
2025/12/15,Italy,2014,5,Waste and wastewater management,5(f),Atrazine,10
2025/12/15,Austria,2024,1,Energy sector,1(a),Total nitrogen,51600
2025/12/15,Finland,2009,6,Paper and wood production and processing,6(a),Total nitrogen,924300
2025/12/15,Germany,2007,4,Chemical industry,4(a)(ii),Fluoranthene,1.63
2025/12/15,United Kingdom,2009,8,Animal and vegetable products from the food and beverage sector,8(b),Total phosphorus,9140
2025/12/15,Denmark,2007,5,Waste and wastewater management,5(f),Copper and compounds (as Cu),1028
2025/12/15,Spain,2014,2,Production and processing of metals,2(f),Fluorides (as total F),2700
2025/12/15,Italy,2023,4,Chemical industry,4(a),Chlorides (as total Cl),23063180
2025/12/15,Bulgaria,2021,4,Chemical industry,4(c),Total organic carbon(as total C or COD/3) (TOC),58495
2025/12/15,Belgium,2014,4,Chemical industry,4(b)(ii),Arsenic and compounds (as As),28.299999999999997
2025/12/15,Germany,2016,4,Chemical industry,4(a)(vii),Mercury and compounds (as Hg),1.95
2025/12/15,Ireland,2015,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),845.1
2025/12/15,United Kingdom,2014,4,Chemical industry,4(d),Tetrachloromethane (TCM),11
2025/12/15,Norway,2016,2,Production and processing of metals,2(b),Fluoranthene,1.63
2025/12/15,Germany,2010,3,Mineral industry,3(a),Nickel and compounds (as Ni),603.8
2025/12/15,Spain,2014,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),885
2025/12/15,Netherlands,2007,4,Chemical industry,4(a)(ii),Phenols (as total C),65
2025/12/15,Portugal,2011,6,Paper and wood production and processing,6(b),Octylphenols and Octylphenol ethoxylates,1.57
2025/12/15,Switzerland,2011,4,Chemical industry,4(b)(ii),Mercury and compounds (as Hg),1
2025/12/15,Czechia,2009,3,Mineral industry,3(a),Chlorides (as total Cl),24720000
2025/12/15,Belgium,2008,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),3.5599999999999996
2025/12/15,France,2012,2,Production and processing of metals,2(b),Arsenic and compounds (as As),10
2025/12/15,Italy,2023,5,Waste and wastewater management,5(a),Trichloromethane,41
2025/12/15,Italy,2019,2,Production and processing of metals,2(e),Chromium and compounds (as Cr),397
2025/12/15,France,2010,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),331.5
2025/12/15,Germany,2010,1,Energy sector,1(d),Phenols (as total C),21.6
2025/12/15,Switzerland,2022,5,Waste and wastewater management,5(b),Lead and compounds (as Pb),0.17
2025/12/15,Belgium,2024,5,Waste and wastewater management,5(a),Fluorides (as total F),2130
2025/12/15,Slovakia,2015,6,Paper and wood production and processing,6(b),Halogenated organic compounds (as AOX),19100
2025/12/15,United Kingdom,2016,4,Chemical industry,4(a)(iv),Arsenic and compounds (as As),11.2
2025/12/15,Poland,2015,5,Waste and wastewater management,5(g),Cadmium and compounds (as Cd),42.5
2025/12/15,Spain,2019,4,Chemical industry,4(a)(x),Chlorides (as total Cl),4930000
2025/12/15,France,2024,2,Production and processing of metals,2(e)(i),Di-(2-ethyl hexyl) phthalate (DEHP),5.06
2025/12/15,Spain,2019,9,Other activities,9(e),Phenols (as total C),97.9
2025/12/15,Hungary,2017,8,Animal and vegetable products from the food and beverage sector,8(c),Total organic carbon(as total C or COD/3) (TOC),206000
2025/12/15,Germany,2007,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),1594
2025/12/15,Slovenia,2009,5,Waste and wastewater management,5(f),Trichloromethane,17.2
2025/12/15,Spain,2019,2,Production and processing of metals,2(b),Fluoranthene,16
2025/12/15,United Kingdom,2009,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Arsenic and compounds (as As),11.6
2025/12/15,Netherlands,2007,4,Chemical industry,4(a)(viii),"1,2-dichloroethane (DCE-1,2)",487.8
2025/12/15,United Kingdom,2007,5,Waste and wastewater management,5(a),Mercury and compounds (as Hg),1.5
2025/12/15,Belgium,2013,1,Energy sector,1(a),Zinc and compounds (as Zn),273
2025/12/15,Switzerland,2019,4,Chemical industry,4(e),Dichloromethane (DCM),209
2025/12/15,Belgium,2013,1,Energy sector,1(a),Nickel and compounds (as Ni),34.4
2025/12/15,Germany,2013,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),21.9
2025/12/15,Netherlands,2007,4,Chemical industry,4(b)(i),Zinc and compounds (as Zn),167
2025/12/15,Italy,2008,4,Chemical industry,4(b),Nickel and compounds (as Ni),3250
2025/12/15,Italy,2015,9,Other activities,9(c),Phenols (as total C),233
2025/12/15,Switzerland,2009,1,Energy sector,1(a),Xylenes,256
2025/12/15,Malta,2011,1,Energy sector,1(c),Nickel and compounds (as Ni),1630
2025/12/15,Germany,2016,5,Waste and wastewater management,5(g),Arsenic and compounds (as As),10
2025/12/15,France,2010,4,Chemical industry,4(b)(iv),Lead and compounds (as Pb),170
2025/12/15,Malta,2012,7,Intensive livestock production and aquaculture,7(b),Total nitrogen,299800
2025/12/15,Germany,2017,5,Waste and wastewater management,5(f),Phenols (as total C),166
2025/12/15,France,2010,5,Waste and wastewater management,5(f),Trichloroethylene (TRI),12.7
2025/12/15,Belgium,2010,2,Production and processing of metals,2(c)(iii),Nickel and compounds (as Ni),41.6
2025/12/15,Netherlands,2022,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nickel and compounds (as Ni),20.4
2025/12/15,Italy,2016,4,Chemical industry,4(e),Trichloromethane,410
2025/12/15,Italy,2018,3,Mineral industry,3(a),Chlorides (as total Cl),5036380
2025/12/15,Spain,2013,,,,Total phosphorus,17100
2025/12/15,France,2009,,,,Trichloromethane,122
2025/12/15,France,2016,2,Production and processing of metals,2(c)(i),Cadmium and compounds (as Cd),276
2025/12/15,United Kingdom,2011,2,Production and processing of metals,2(b),Total nitrogen,68000
2025/12/15,Norway,2007,4,Chemical industry,4(f),Total nitrogen,73400
2025/12/15,United Kingdom,2016,5,Waste and wastewater management,5(c),Halogenated organic compounds (as AOX),8730
2025/12/15,Norway,2016,5,Waste and wastewater management,5(d),Fluorides (as total F),40000
2025/12/15,Czechia,2007,4,Chemical industry,4(c),Fluorides (as total F),5230
2025/12/15,Slovenia,2017,5,Waste and wastewater management,5(f),Total nitrogen,572700
2025/12/15,Austria,2008,5,Waste and wastewater management,5(f),Octylphenols and Octylphenol ethoxylates,1.39
2025/12/15,Italy,2021,8,Animal and vegetable products from the food and beverage sector,8(b),Lead and compounds (as Pb),29.6
2025/12/15,Belgium,2012,2,Production and processing of metals,2(e)(i),Cadmium and compounds (as Cd),16.1
2025/12/15,Norway,2014,4,Chemical industry,4(a)(viii),Vinyl chloride,121
2025/12/15,Czechia,2018,6,Paper and wood production and processing,6(a),Halogenated organic compounds (as AOX),4828
2025/12/15,Spain,2011,5,Waste and wastewater management,5(b),Diuron,9.91
2025/12/15,Germany,2013,4,Chemical industry,4(a)(x),Octylphenols and Octylphenol ethoxylates,1.42
2025/12/15,Hungary,2017,4,Chemical industry,4(a)(iv),Chlorides (as total Cl),10400000
2025/12/15,Portugal,2008,5,Waste and wastewater management,5(f),Hexabromobiphenyl,0.26
2025/12/15,Switzerland,2012,5,Waste and wastewater management,5(a),Chlorides (as total Cl),23400000
2025/12/15,United Kingdom,2014,1,Energy sector,1(a),Naphthalene,253
2025/12/15,Spain,2007,5,Waste and wastewater management,5(f),Copper and compounds (as Cu),2778.8
2025/12/15,Spain,2007,3,Mineral industry,3(b),Fluorides (as total F),8500
2025/12/15,Poland,2024,1,Energy sector,1(a),Cadmium and compounds (as Cd),36
2025/12/15,United Kingdom,2018,5,Waste and wastewater management,5(f),Trichloromethane,873.5999999999999
2025/12/15,Norway,2011,4,Chemical industry,4(a)(viii),Total phosphorus,58000
2025/12/15,Italy,2011,2,Production and processing of metals,2(c),Polycyclic aromatic hydrocarbons (PAHs),837.5
2025/12/15,Bulgaria,2011,5,Waste and wastewater management,5(f),Total nitrogen,2086700
2025/12/15,Germany,2015,5,Waste and wastewater management,5(f),Polycyclic aromatic hydrocarbons (PAHs),19.39
2025/12/15,Czechia,2020,5,Waste and wastewater management,5(f),Total phosphorus,181539.03999999998
2025/12/15,Germany,2019,2,Production and processing of metals,2(e)(i),Nickel and compounds (as Ni),47
2025/12/15,Germany,2015,6,Paper and wood production and processing,6(b),Total organic carbon(as total C or COD/3) (TOC),7998500
2025/12/15,Belgium,2016,6,Paper and wood production and processing,6(a),Chromium and compounds (as Cr),74
2025/12/15,Italy,2022,5,Waste and wastewater management,5(a),Copper and compounds (as Cu),246.9313
2025/12/15,Bulgaria,2017,5,Waste and wastewater management,5(f),Chromium and compounds (as Cr),7440
2025/12/15,United Kingdom,2014,5,Waste and wastewater management,5(f),Total nitrogen,111801900
2025/12/15,Norway,2013,7,Intensive livestock production and aquaculture,7(b),Zinc and compounds (as Zn),207807
2025/12/15,France,2020,4,Chemical industry,4(b)(i),Trichloromethane,13.6
2025/12/15,Italy,2020,5,Waste and wastewater management,5(f),Hexachlorobenzene (HCB),26.0694
2025/12/15,Poland,2013,5,Waste and wastewater management,5(f),Total phosphorus,433580
2025/12/15,Sweden,2019,6,Paper and wood production and processing,6(b),Copper and compounds (as Cu),57.9
2025/12/15,Italy,2008,5,Waste and wastewater management,5(f),Pentachlorophenol (PCP),85.60999999999999
2025/12/15,France,2021,3,Mineral industry,3(e),Lead and compounds (as Pb),1220
2025/12/15,Czechia,2020,,,,Copper and compounds (as Cu),587.358
2025/12/15,United Kingdom,2013,5,Waste and wastewater management,5(f),Dichloromethane (DCM),324.1
2025/12/15,Italy,2008,8,Animal and vegetable products from the food and beverage sector,8(b),Zinc and compounds (as Zn),105
2025/12/15,Netherlands,2014,5,Waste and wastewater management,5(b),Chromium and compounds (as Cr),54.9
2025/12/15,Netherlands,2023,5,Waste and wastewater management,5(c),Copper and compounds (as Cu),941.6
2025/12/15,Austria,2016,5,Waste and wastewater management,5(f),Fluorides (as total F),78250
2025/12/15,Netherlands,2010,,,,Total nitrogen,76400
2025/12/15,United Kingdom,2008,5,Waste and wastewater management,5(f),Cadmium and compounds (as Cd),341.72
2025/12/15,Austria,2010,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),13.64
2025/12/15,France,2018,4,Chemical industry,4(a)(viii),"1,2-dichloroethane (DCE-1,2)",72.1
2025/12/15,Hungary,2008,1,Energy sector,1(a),Phenols (as total C),82.2
2025/12/15,Finland,2017,2,Production and processing of metals,2(e)(i),Mercury and compounds (as Hg),1.27
2025/12/15,France,2012,5,Waste and wastewater management,5(a),Halogenated organic compounds (as AOX),6330
2025/12/15,United Kingdom,2008,9,Other activities,9(c),Copper and compounds (as Cu),393
2025/12/15,Italy,2009,4,Chemical industry,4(c),Arsenic and compounds (as As),69.2
2025/12/15,Serbia,2017,2,Production and processing of metals,2(a),Total nitrogen,114000
2025/12/15,Netherlands,2007,4,Chemical industry,4(a)(ii),Nickel and compounds (as Ni),22
2025/12/15,Germany,2020,4,Chemical industry,4(a)(vi),Mercury and compounds (as Hg),1.7
2025/12/15,United Kingdom,2008,4,Chemical industry,4(b)(ii),Total organic carbon(as total C or COD/3) (TOC),407000
2025/12/15,Denmark,2016,4,Chemical industry,4(d),Arsenic and compounds (as As),59
2025/12/15,Czechia,2014,4,Chemical industry,4(d),Zinc and compounds (as Zn),231
2025/12/15,Belgium,2021,6,Paper and wood production and processing,6(a),Chromium and compounds (as Cr),214
2025/12/15,Belgium,2021,4,Chemical industry,4(a)(viii),Hexachlorobutadiene (HCBD),1.24
2025/12/15,Italy,2019,2,Production and processing of metals,2(f),Chromium and compounds (as Cr),203.973
2025/12/15,Belgium,2024,6,Paper and wood production and processing,6(b),Total organic carbon(as total C or COD/3) (TOC),318300
2025/12/15,Greece,2010,5,Waste and wastewater management,5(f),Total nitrogen,3160400
2025/12/15,France,2014,4,Chemical industry,4(a)(iv),"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",12.2
2025/12/15,Belgium,2007,4,Chemical industry,4(b)(iv),Cadmium and compounds (as Cd),6.73
2025/12/15,Switzerland,2020,5,Waste and wastewater management,5(f),Arsenic and compounds (as As),5.7
2025/12/15,Spain,2016,4,Chemical industry,4(a)(x),Arsenic and compounds (as As),13.6
2025/12/15,Poland,2012,5,Waste and wastewater management,5(d),Chlorides (as total Cl),300000000
2025/12/15,France,2011,4,Chemical industry,4(a)(i),Arsenic and compounds (as As),6.85
2025/12/15,Serbia,2013,5,Waste and wastewater management,5(f),Arsenic and compounds (as As),7930
2025/12/15,Italy,2019,5,Waste and wastewater management,5(c),"Chloro-alkanes, C10-C13",5.7
2025/12/15,Spain,2022,5,Waste and wastewater management,5(g),Copper and compounds (as Cu),130
2025/12/15,Netherlands,2009,4,Chemical industry,4(e),Total nitrogen,140000
2025/12/15,Switzerland,2009,5,Waste and wastewater management,5(f),Copper and compounds (as Cu),1153
2025/12/15,Portugal,2014,6,Paper and wood production and processing,6(a),Total organic carbon(as total C or COD/3) (TOC),7642000
2025/12/15,Belgium,2010,4,Chemical industry,4(c),Chlorides (as total Cl),169000000
2025/12/15,Luxembourg,2015,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),281000
