PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,Switzerland,2019,9,Other activities,Sulphur oxides (SOX),686000
2025/12/15,Germany,2023,9,Other activities,Non-methane volatile organic compounds (NMVOC),8169000
2025/12/15,Iceland,2015,5,Waste and wastewater management,Ammonia (NH3),19100
2025/12/15,Netherlands,2023,6,Paper and wood production and processing,Carbon dioxide (CO2),371000000
2025/12/15,Spain,2017,1,Energy sector,Trichloromethane,561
2025/12/15,Slovakia,2009,6,Paper and wood production and processing,Carbon dioxide (CO2),663000000
2025/12/15,Netherlands,2016,4,Chemical industry,Vinyl chloride,21710
2025/12/15,Spain,2009,5,Waste and wastewater management,Chlorine and inorganic compounds (as HCl),22100
2025/12/15,Portugal,2023,2,Production and processing of metals,Cadmium and compounds (as Cd),85.6
2025/12/15,United Kingdom,2017,2,Production and processing of metals,Nitrogen oxides (NOX),5508000
2025/12/15,Italy,2010,4,Chemical industry,Hydrogen cyanide (HCN),1468
2025/12/15,Czechia,2014,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",1290
2025/12/15,Belgium,2024,5,Waste and wastewater management,Carbon dioxide (CO2),2610000000
2025/12/15,Slovenia,2009,9,Other activities,Non-methane volatile organic compounds (NMVOC),1019000
2025/12/15,Czechia,2013,2,Production and processing of metals,Nitrogen oxides (NOX),4250000
2025/12/15,Czechia,2007,3,Mineral industry,Nickel and compounds (as Ni),142
2025/12/15,Lithuania,2019,6,Paper and wood production and processing,Particulate matter (PM10),65000
2025/12/15,Slovakia,2011,2,Production and processing of metals,Carbon monoxide (CO),117270000
2025/12/15,Luxembourg,2023,6,Paper and wood production and processing,Particulate matter (PM10),211000
2025/12/15,Ireland,2015,1,Energy sector,Nitrogen oxides (NOX),9328000
2025/12/15,Spain,2016,1,Energy sector,Mercury and compounds (as Hg),992.5999999999999
2025/12/15,Slovakia,2020,2,Production and processing of metals,Naphthalene,12300
2025/12/15,Finland,2019,5,Waste and wastewater management,Sulphur oxides (SOX),303000
2025/12/15,Poland,2011,1,Energy sector,Methane (CH4),2213000
2025/12/15,France,2016,1,Energy sector,Naphthalene,219
2025/12/15,Greece,2013,4,Chemical industry,Ammonia (NH3),27200
2025/12/15,Poland,2014,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",6110
2025/12/15,Romania,2013,4,Chemical industry,Carbon dioxide (CO2),3093000000
2025/12/15,Czechia,2021,5,Waste and wastewater management,Cadmium and compounds (as Cd),2.77
2025/12/15,Netherlands,2011,8,Animal and vegetable products from the food and beverage sector,Carbon monoxide (CO),2060000
2025/12/15,Czechia,2022,2,Production and processing of metals,Zinc and compounds (as Zn),2312.1859999999997
2025/12/15,Poland,2024,7,Intensive livestock production and aquaculture,Nitrous oxide (N2O),104600
2025/12/15,United Kingdom,2019,5,Waste and wastewater management,Trichloroethylene (TRI),46100
2025/12/15,Slovenia,2017,2,Production and processing of metals,Particulate matter (PM10),85500
2025/12/15,Poland,2008,7,Intensive livestock production and aquaculture,Zinc and compounds (as Zn),861
2025/12/15,Bulgaria,2015,2,Production and processing of metals,Cadmium and compounds (as Cd),72.2
2025/12/15,United Kingdom,2014,6,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),34600
2025/12/15,Romania,2020,4,Chemical industry,Nitrous oxide (N2O),303500
2025/12/15,Estonia,2012,3,Mineral industry,Carbon monoxide (CO),1090000
2025/12/15,Czechia,2015,1,Energy sector,Carbon monoxide (CO),4329000
2025/12/15,France,2019,2,Production and processing of metals,Carbon dioxide (CO2),16893999616
2025/12/15,Finland,2008,1,Energy sector,Mercury and compounds (as Hg),56.00000000000001
2025/12/15,Portugal,2009,1,Energy sector,Sulphur oxides (SOX),33063000
2025/12/15,Czechia,2016,4,Chemical industry,Di-(2-ethyl hexyl) phthalate (DEHP),70
2025/12/15,Portugal,2010,4,Chemical industry,Vinyl chloride,8120
2025/12/15,Serbia,2024,2,Production and processing of metals,Lead and compounds (as Pb),1890
2025/12/15,Czechia,2017,5,Waste and wastewater management,Nitrogen oxides (NOX),488000
2025/12/15,Austria,2019,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),136
2025/12/15,Cyprus,2022,1,Energy sector,Nitrogen oxides (NOX),2778000
2025/12/15,Poland,2019,3,Mineral industry,Naphthalene,192
2025/12/15,Sweden,2009,4,Chemical industry,Nitrogen oxides (NOX),523000
2025/12/15,Portugal,2020,3,Mineral industry,Benzene,12710
2025/12/15,Germany,2009,9,Other activities,Copper and compounds (as Cu),160
2025/12/15,Estonia,2015,3,Mineral industry,Nitrogen oxides (NOX),365000
2025/12/15,Netherlands,2010,8,Animal and vegetable products from the food and beverage sector,Benzene,4100
2025/12/15,Belgium,2007,2,Production and processing of metals,Particulate matter (PM10),2640300
2025/12/15,Greece,2011,5,Waste and wastewater management,Hydrochlorofluorocarbons (HCFCs),57.7
2025/12/15,Bulgaria,2023,6,Paper and wood production and processing,Polycyclic aromatic hydrocarbons (PAHs),6772
2025/12/15,Portugal,2009,,,Nitrous oxide (N2O),47600
2025/12/15,France,2010,5,Waste and wastewater management,Sulphur oxides (SOX),570000
2025/12/15,Belgium,2017,1,Energy sector,Cadmium and compounds (as Cd),23.4
2025/12/15,Greece,2008,6,Paper and wood production and processing,Particulate matter (PM10),140700
2025/12/15,Portugal,2017,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.0014680000000000001
2025/12/15,Sweden,2010,2,Production and processing of metals,Carbon monoxide (CO),16730000
2025/12/15,Italy,2020,4,Chemical industry,Perfluorocarbons (PFCs),56500
2025/12/15,Romania,2016,1,Energy sector,Nitrous oxide (N2O),94900
2025/12/15,Lithuania,2021,3,Mineral industry,Dichloromethane (DCM),24200
2025/12/15,Switzerland,2007,6,Paper and wood production and processing,Carbon monoxide (CO),953000
2025/12/15,Finland,2018,2,Production and processing of metals,Cadmium and compounds (as Cd),12
2025/12/15,Belgium,2018,2,Production and processing of metals,Hydro-fluorocarbons (HFCS),984
2025/12/15,Portugal,2010,6,Paper and wood production and processing,Nickel and compounds (as Ni),2071
2025/12/15,Greece,2021,1,Energy sector,Hydrogen cyanide (HCN),59000
2025/12/15,Denmark,2011,1,Energy sector,Arsenic and compounds (as As),23.1
2025/12/15,Greece,2021,4,Chemical industry,Carbon dioxide (CO2),196000000
2025/12/15,Czechia,2021,4,Chemical industry,Dichloromethane (DCM),5273
2025/12/15,Belgium,2016,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),598000
2025/12/15,Norway,2007,3,Mineral industry,Fluorine and inorganic compounds (as HF),40500
2025/12/15,United Kingdom,2007,4,Chemical industry,PCDD + PCDF (dioxins + furans) (as Teq),0.00029
2025/12/15,Italy,2014,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),127000
2025/12/15,Croatia,2015,3,Mineral industry,Mercury and compounds (as Hg),44.5
2025/12/15,Ireland,2021,5,Waste and wastewater management,Nitrogen oxides (NOX),713717.73
2025/12/15,Netherlands,2016,2,Production and processing of metals,Nitrous oxide (N2O),25300
2025/12/15,Czechia,2007,1,Energy sector,Nitrous oxide (N2O),16100
2025/12/15,Netherlands,2008,5,Waste and wastewater management,Hydro-fluorocarbons (HFCS),332
2025/12/15,Netherlands,2016,2,Production and processing of metals,Cadmium and compounds (as Cd),329
2025/12/15,Italy,2022,9,Other activities,Perfluorocarbons (PFCs),9057
2025/12/15,France,2022,9,Other activities,Non-methane volatile organic compounds (NMVOC),8337000
2025/12/15,Italy,2008,3,Mineral industry,Sulphur oxides (SOX),10816000
2025/12/15,Denmark,2018,3,Mineral industry,Nitrogen oxides (NOX),3136825
2025/12/15,Spain,2015,1,Energy sector,Nitrogen oxides (NOX),200597000
2025/12/15,France,2015,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),254
2025/12/15,Poland,2014,7,Intensive livestock production and aquaculture,Sulphur oxides (SOX),14266000
2025/12/15,Spain,2009,7,Intensive livestock production and aquaculture,Ammonia (NH3),41639400
2025/12/15,Poland,2021,1,Energy sector,Mercury and compounds (as Hg),3004
2025/12/15,Spain,2012,1,Energy sector,Copper and compounds (as Cu),1718
2025/12/15,Poland,2021,6,Paper and wood production and processing,Particulate matter (PM10),599100
2025/12/15,Slovenia,2016,1,Energy sector,Chlorine and inorganic compounds (as HCl),26500
2025/12/15,Italy,2016,1,Energy sector,Chromium and compounds (as Cr),1325
2025/12/15,Poland,2021,3,Mineral industry,Hydro-fluorocarbons (HFCS),38778
2025/12/15,Netherlands,2024,4,Chemical industry,Ammonia (NH3),360700
2025/12/15,France,2018,2,Production and processing of metals,Sulphur hexafluoride (SF6),3062
2025/12/15,France,2009,2,Production and processing of metals,Chromium and compounds (as Cr),3715
2025/12/15,Norway,2014,3,Mineral industry,Carbon dioxide (CO2),11940000000
2025/12/15,Germany,2010,1,Energy sector,Nickel and compounds (as Ni),8814.4
2025/12/15,Spain,2024,4,Chemical industry,Benzene,31020
2025/12/15,Germany,2018,6,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),81700
2025/12/15,Poland,2018,5,Waste and wastewater management,Methane (CH4),12737000
2025/12/15,Poland,2019,6,Paper and wood production and processing,Nitrogen oxides (NOX),5803000
2025/12/15,France,2008,4,Chemical industry,Zinc and compounds (as Zn),9176
2025/12/15,United Kingdom,2014,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),9383000
2025/12/15,France,2023,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),1890000000
2025/12/15,Spain,2009,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),3992
2025/12/15,Netherlands,2022,2,Production and processing of metals,Benzene,8130
2025/12/15,Finland,2014,6,Paper and wood production and processing,Sulphur oxides (SOX),2530000
2025/12/15,Belgium,2010,3,Mineral industry,Ammonia (NH3),488900
2025/12/15,United Kingdom,2015,9,Other activities,Toluene,249960
2025/12/15,Belgium,2011,1,Energy sector,Nitrous oxide (N2O),237000
2025/12/15,Slovakia,2014,4,Chemical industry,Ammonia (NH3),52300
2025/12/15,Germany,2012,1,Energy sector,Methane (CH4),2956000
2025/12/15,Germany,2018,1,Energy sector,Carbon monoxide (CO),55668000
2025/12/15,Germany,2007,2,Production and processing of metals,Arsenic and compounds (as As),2459.2
2025/12/15,United Kingdom,2012,2,Production and processing of metals,Copper and compounds (as Cu),1635
2025/12/15,Croatia,2023,1,Energy sector,Carbon dioxide (CO2),3871000000
2025/12/15,Hungary,2024,3,Mineral industry,Nitrogen oxides (NOX),1837000
2025/12/15,Germany,2014,6,Paper and wood production and processing,Sulphur oxides (SOX),2059000
2025/12/15,France,2007,2,Production and processing of metals,Nitrogen oxides (NOX),15987000
2025/12/15,Germany,2019,,,Sulphur oxides (SOX),590000
2025/12/15,Czechia,2020,3,Mineral industry,Arsenic and compounds (as As),29.24
2025/12/15,Italy,2011,1,Energy sector,Lead and compounds (as Pb),604
2025/12/15,France,2010,2,Production and processing of metals,Dichloromethane (DCM),21870
2025/12/15,Slovakia,2015,9,Other activities,Zinc and compounds (as Zn),639
2025/12/15,Germany,2012,3,Mineral industry,Methane (CH4),140899000
2025/12/15,Germany,2019,9,Other activities,Carbon dioxide (CO2),654000000
2025/12/15,Belgium,2012,2,Production and processing of metals,Carbon monoxide (CO),114920000
2025/12/15,Germany,2014,3,Mineral industry,Methane (CH4),102738000
2025/12/15,Netherlands,2018,1,Energy sector,Carbon dioxide (CO2),55791146000
2025/12/15,Netherlands,2018,8,Animal and vegetable products from the food and beverage sector,Carbon monoxide (CO),2428000
2025/12/15,Netherlands,2012,4,Chemical industry,Nitrous oxide (N2O),3628000
2025/12/15,Croatia,2023,3,Mineral industry,Carbon dioxide (CO2),1954000000
2025/12/15,Sweden,2018,6,Paper and wood production and processing,Nitrous oxide (N2O),418000
2025/12/15,Netherlands,2018,,,Methane (CH4),727000
2025/12/15,Germany,2008,2,Production and processing of metals,Non-methane volatile organic compounds (NMVOC),1503000
2025/12/15,France,2011,1,Energy sector,Carbon monoxide (CO),29633000
2025/12/15,Netherlands,2007,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),367.83
2025/12/15,Croatia,2021,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.00573
2025/12/15,France,2019,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),9290
2025/12/15,Portugal,2007,4,Chemical industry,Nitrous oxide (N2O),2417000
2025/12/15,Italy,2008,2,Production and processing of metals,Sulphur oxides (SOX),17730000
2025/12/15,Denmark,2013,1,Energy sector,Carbon dioxide (CO2),15369000000
2025/12/15,Switzerland,2019,8,Animal and vegetable products from the food and beverage sector,Carbon monoxide (CO),2757
2025/12/15,United Kingdom,2013,4,Chemical industry,Chlorofluorocarbons (CFCs),31035.9
2025/12/15,Spain,2012,9,Other activities,Particulate matter (PM10),77900
2025/12/15,Italy,2023,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),10.54
2025/12/15,Romania,2011,4,Chemical industry,Mercury and compounds (as Hg),184
2025/12/15,Italy,2009,5,Waste and wastewater management,Sulphur oxides (SOX),1610000
2025/12/15,Finland,2021,1,Energy sector,Benzene,16300
2025/12/15,Sweden,2021,3,Mineral industry,Nitrogen oxides (NOX),2171000
2025/12/15,Belgium,2022,6,Paper and wood production and processing,Carbon dioxide (CO2),2150000000
2025/12/15,United Kingdom,2019,4,Chemical industry,Hydrogen cyanide (HCN),14930
2025/12/15,Italy,2009,1,Energy sector,Copper and compounds (as Cu),4046
2025/12/15,Bulgaria,2009,1,Energy sector,Nitrogen oxides (NOX),54922000
2025/12/15,France,2015,5,Waste and wastewater management,Dichloromethane (DCM),1090
2025/12/15,Denmark,2024,3,Mineral industry,Particulate matter (PM10),99327
2025/12/15,Czechia,2014,1,Energy sector,Arsenic and compounds (as As),1363.4
2025/12/15,Italy,2008,1,Energy sector,Nitrogen oxides (NOX),102995000
2025/12/15,Spain,2018,1,Energy sector,Carbon dioxide (CO2),72295000000
2025/12/15,Spain,2012,3,Mineral industry,Naphthalene,153
2025/12/15,Italy,2020,3,Mineral industry,Nitrogen oxides (NOX),26090643.4
2025/12/15,Luxembourg,2010,3,Mineral industry,Sulphur oxides (SOX),738000
2025/12/15,Spain,2011,1,Energy sector,Nitrogen oxides (NOX),216190000
2025/12/15,Italy,2009,6,Paper and wood production and processing,Carbon dioxide (CO2),918000000
2025/12/15,Italy,2020,2,Production and processing of metals,Nitrogen oxides (NOX),8543804.17
2025/12/15,France,2020,,,Chlorofluorocarbons (CFCs),3.92
2025/12/15,Finland,2012,6,Paper and wood production and processing,Naphthalene,1078
2025/12/15,Sweden,2022,1,Energy sector,Nickel and compounds (as Ni),66
2025/12/15,Portugal,2023,6,Paper and wood production and processing,Nitrous oxide (N2O),118000
2025/12/15,Switzerland,2017,3,Mineral industry,Carbon monoxide (CO),5676000
2025/12/15,France,2016,3,Mineral industry,Zinc and compounds (as Zn),1374
2025/12/15,Spain,2022,5,Waste and wastewater management,Cadmium and compounds (as Cd),72
2025/12/15,Finland,2012,2,Production and processing of metals,Polychlorinated biphenyls (PCBs),4.2
2025/12/15,Denmark,2024,5,Waste and wastewater management,Fluorine and inorganic compounds (as HF),599.5899999999999
2025/12/15,France,2022,1,Energy sector,Benzene,65410
2025/12/15,Romania,2022,5,Waste and wastewater management,Methane (CH4),17758000
2025/12/15,Belgium,2007,1,Energy sector,Fluorine and inorganic compounds (as HF),159700
2025/12/15,France,2022,2,Production and processing of metals,Non-methane volatile organic compounds (NMVOC),3239000
2025/12/15,Netherlands,2021,3,Mineral industry,Carbon dioxide (CO2),245000000
2025/12/15,United Kingdom,2014,5,Waste and wastewater management,Carbon monoxide (CO),3692000
2025/12/15,Denmark,2008,7,Intensive livestock production and aquaculture,Ammonia (NH3),1344700
2025/12/15,Estonia,2021,1,Energy sector,Arsenic and compounds (as As),149.3
2025/12/15,United Kingdom,2012,3,Mineral industry,Nitrogen oxides (NOX),28117000
2025/12/15,Denmark,2008,1,Energy sector,Arsenic and compounds (as As),27
2025/12/15,Slovakia,2010,3,Mineral industry,Carbon dioxide (CO2),3040000000
2025/12/15,Netherlands,2009,3,Mineral industry,Carbon dioxide (CO2) excluding biomass,263000000
2025/12/15,Slovenia,2022,1,Energy sector,Sulphur oxides (SOX),841627
2025/12/15,United Kingdom,2010,5,Waste and wastewater management,Nitrous oxide (N2O),328600
2025/12/15,Austria,2016,1,Energy sector,Nitrogen oxides (NOX),3237000
2025/12/15,United Kingdom,2010,1,Energy sector,Arsenic and compounds (as As),612.9
2025/12/15,United Kingdom,2018,5,Waste and wastewater management,"1,1,1-trichloroethane (TCE-1,1,1)",1751
2025/12/15,Netherlands,2014,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),3395.6
2025/12/15,Czechia,2019,1,Energy sector,Hydro-fluorocarbons (HFCS),176.5
2025/12/15,Slovenia,2013,3,Mineral industry,Methane (CH4),11222000
2025/12/15,United Kingdom,2017,1,Energy sector,Carbon dioxide (CO2) excluding biomass,15557000000
2025/12/15,Estonia,2007,1,Energy sector,Copper and compounds (as Cu),2373
2025/12/15,Hungary,2017,2,Production and processing of metals,Sulphur oxides (SOX),774000
