PublicationDate,countryName,reportingYear,wasteTreatment,wasteClassification,wasteTransfers
2025/12/15,Slovakia,2016,Disposal,NONHW,396491.54000000004
2025/12/15,Belgium,2010,Disposal,NONHW,1838087.103
2025/12/15,Lithuania,2022,Recovery,HW,31567.882
2025/12/15,Italy,2023,Recovery,NONHW,20639433.605400007
2025/12/15,Romania,2017,Recovery,HW,151043.477
2025/12/15,Ireland,2012,Disposal,HW,66222.72
2025/12/15,France,2019,Recovery,NONHW,17908553.719290998
2025/12/15,Italy,2008,Recovery,NONHW,13644555.420000002
2025/12/15,Sweden,2013,Disposal,HW,370900.026
2025/12/15,Latvia,2014,Recovery,NONHW,196305.90000000002
2025/12/15,Netherlands,2019,Recovery,HW,3592797.9360000007
2025/12/15,Latvia,2013,Disposal,HW,18.3
2025/12/15,Ireland,2019,Disposal,NONHW,1635481.8884
2025/12/15,Norway,2008,Recovery,HW,293155.284
2025/12/15,Belgium,2008,Recovery,HW,919236.2089999998
2025/12/15,Finland,2022,Disposal,HW,700959.118
2025/12/15,Finland,2022,Recovery,NONHW,6704789.800000001
2025/12/15,Croatia,2019,Recovery,HW,9151.124
2025/12/15,Cyprus,2012,Recovery,NONHW,23840
2025/12/15,Greece,2009,Recovery,HW,75003.19000000002
2025/12/15,Switzerland,2018,Disposal,HW,404472.79000000004
2025/12/15,Spain,2013,Recovery,NONHW,9404136.502999999
2025/12/15,Netherlands,2008,Recovery,NONHW,10478454.360000001
2025/12/15,Austria,2014,Disposal,NONHW,1704392.7
2025/12/15,Malta,2012,Disposal,HW,2572.59
2025/12/15,Finland,2020,Disposal,HW,751594.4629999998
2025/12/15,Spain,2010,Recovery,NONHW,7785247.2861
2025/12/15,Finland,2015,Disposal,NONHW,1652101.56
2025/12/15,Sweden,2012,Recovery,NONHW,4818173.5
2025/12/15,Hungary,2020,Recovery,HW,146890.95000000004
2025/12/15,Czechia,2015,Recovery,HW,142058.0566
2025/12/15,Netherlands,2009,Disposal,NONHW,6563145.044000001
2025/12/15,Slovakia,2022,Disposal,HW,130145.65999999999
2025/12/15,Lithuania,2009,Recovery,NONHW,75755
2025/12/15,Ireland,2020,Disposal,HW,130419.41639999997
2025/12/15,United Kingdom,2007,Disposal,NONHW,50046582.64000001
2025/12/15,Latvia,2014,Disposal,HW,33.14
2025/12/15,Switzerland,2007,Disposal,NONHW,797684
2025/12/15,Slovakia,2012,Recovery,HW,29816.268
2025/12/15,Portugal,2010,Recovery,NONHW,2132358.681
2025/12/15,Hungary,2010,Disposal,HW,164425.2
2025/12/15,Hungary,2018,Recovery,HW,175779.23000000004
2025/12/15,Hungary,2007,Recovery,HW,71823.51000000002
2025/12/15,Finland,2009,Disposal,NONHW,3515771.03
2025/12/15,Spain,2011,Recovery,HW,837305.6766
2025/12/15,Iceland,2010,Recovery,HW,11486
2025/12/15,Spain,2014,Recovery,HW,968784.5685999999
2025/12/15,Spain,2023,Disposal,NONHW,5077477.65224
2025/12/15,Romania,2008,Disposal,HW,133104.33000000002
2025/12/15,Germany,2019,Disposal,NONHW,14669552.53512
2025/12/15,Czechia,2020,Recovery,NONHW,150876.48569199996
2025/12/15,Sweden,2010,Disposal,HW,308003.22099999996
2025/12/15,Estonia,2024,Recovery,NONHW,2572030
2025/12/15,Netherlands,2011,Recovery,HW,6362160.949
2025/12/15,Slovakia,2010,Recovery,NONHW,1314445.8699999999
2025/12/15,Germany,2021,Recovery,NONHW,68599234.972
2025/12/15,United Kingdom,2019,Disposal,HW,2193323.1199999996
2025/12/15,Iceland,2008,Disposal,NONHW,1405
2025/12/15,Netherlands,2014,Recovery,HW,1760938.0050000004
2025/12/15,Lithuania,2017,Disposal,NONHW,13541.5
2025/12/15,Estonia,2014,Recovery,HW,588476.58
2025/12/15,Hungary,2014,Disposal,HW,264301.96900000004
2025/12/15,Slovenia,2013,Recovery,HW,27034.915999999997
2025/12/15,Norway,2013,Recovery,NONHW,750893.96
2025/12/15,France,2007,Disposal,NONHW,2829263.5530000003
2025/12/15,Austria,2023,Disposal,NONHW,1753091.4599999997
2025/12/15,Spain,2011,Disposal,NONHW,7149983.398
2025/12/15,Serbia,2013,Recovery,HW,72463
2025/12/15,Denmark,2010,Disposal,HW,200400.19400000002
2025/12/15,Hungary,2021,Disposal,HW,224728.44099999996
2025/12/15,Denmark,2024,Disposal,HW,110564.19
2025/12/15,Cyprus,2022,Disposal,NONHW,8102
2025/12/15,Portugal,2022,Recovery,HW,177056.70500000002
2025/12/15,Belgium,2012,Recovery,HW,990631.6839999999
2025/12/15,Croatia,2020,Disposal,NONHW,113097.03
2025/12/15,Italy,2019,Recovery,NONHW,17973019.106599998
2025/12/15,Ireland,2012,Disposal,NONHW,2062780.956
2025/12/15,Switzerland,2012,Recovery,NONHW,507733
2025/12/15,France,2007,Recovery,HW,1087681.6451
2025/12/15,Germany,2007,Disposal,HW,2751690.3449999997
2025/12/15,Czechia,2014,Disposal,HW,244455.0276
2025/12/15,Sweden,2022,Disposal,HW,410658.4490000001
2025/12/15,Finland,2012,Recovery,HW,212701.86
2025/12/15,Bulgaria,2023,Recovery,NONHW,1407835.9899999998
2025/12/15,Hungary,2019,Recovery,NONHW,2195470
2025/12/15,Denmark,2022,Disposal,HW,115486.19769999999
2025/12/15,Greece,2014,Recovery,NONHW,643937.8
2025/12/15,Norway,2009,Recovery,HW,347741.89
2025/12/15,Italy,2016,Disposal,NONHW,10720507.8863
2025/12/15,Greece,2013,Recovery,HW,85817.39000000001
2025/12/15,Spain,2016,Recovery,NONHW,8373239.505
2025/12/15,Romania,2022,Disposal,NONHW,1458232.409
2025/12/15,Slovenia,2017,Disposal,NONHW,330141.08999999997
2025/12/15,Ireland,2017,Recovery,NONHW,3727379.081000001
2025/12/15,Cyprus,2019,Recovery,HW,4656.34
2025/12/15,Norway,2016,Recovery,NONHW,667461.1
2025/12/15,Portugal,2021,Recovery,HW,167966.82505999997
2025/12/15,Denmark,2019,Disposal,NONHW,145092.91400000005
2025/12/15,Malta,2007,Disposal,NONHW,3860
2025/12/15,Ireland,2007,Disposal,HW,125055.1404200001
2025/12/15,Belgium,2017,Recovery,NONHW,20547914.072000004
2025/12/15,United Kingdom,2013,Recovery,HW,1956493.8400000003
2025/12/15,Slovenia,2021,Disposal,NONHW,269874.51
2025/12/15,France,2009,Recovery,NONHW,9711251.329
2025/12/15,Denmark,2015,Recovery,NONHW,2836265.91
2025/12/15,Poland,2016,Disposal,NONHW,16633504.243999997
2025/12/15,Netherlands,2021,Recovery,HW,2706458.656
2025/12/15,Switzerland,2014,Recovery,HW,151463.58899999998
2025/12/15,Switzerland,2020,Disposal,NONHW,768010.3
2025/12/15,Malta,2009,Recovery,HW,11147
2025/12/15,Romania,2010,Disposal,NONHW,3028499.4099999997
2025/12/15,Luxembourg,2023,Disposal,NONHW,57780
2025/12/15,Romania,2019,Recovery,NONHW,4349461.192
2025/12/15,Denmark,2007,Recovery,HW,208613
2025/12/15,Luxembourg,2008,Recovery,HW,85307.684
2025/12/15,Bulgaria,2020,Disposal,HW,25030
2025/12/15,Iceland,2018,Recovery,NONHW,6852
2025/12/15,Malta,2017,Recovery,HW,1721.9389999999999
2025/12/15,Slovakia,2021,Recovery,HW,39086.14000000003
2025/12/15,Belgium,2020,Recovery,HW,1184216.241
2025/12/15,Slovenia,2012,Disposal,NONHW,323059.64
2025/12/15,Romania,2018,Disposal,NONHW,1281823.6540000003
2025/12/15,Finland,2007,Disposal,HW,1431291.8899999997
2025/12/15,Hungary,2012,Recovery,NONHW,791616.2
2025/12/15,Austria,2014,Recovery,HW,293642.614
2025/12/15,Luxembourg,2014,Disposal,NONHW,102631.19
2025/12/15,Netherlands,2013,Disposal,NONHW,4214925.062999999
2025/12/15,Lithuania,2015,Disposal,HW,3217.68
2025/12/15,Slovakia,2014,Recovery,HW,41191.77099999999
2025/12/15,Iceland,2017,Disposal,NONHW,1044
2025/12/15,Greece,2021,Recovery,HW,251132.59000000003
2025/12/15,Romania,2013,Disposal,HW,28771.30600000001
2025/12/15,Germany,2020,Disposal,HW,4188988.5580009995
2025/12/15,Spain,2024,Recovery,NONHW,11749254.85
2025/12/15,Romania,2023,Recovery,HW,92256.80300000001
2025/12/15,Denmark,2020,Recovery,HW,274845.332
2025/12/15,Austria,2024,Recovery,NONHW,2376054.2
2025/12/15,Austria,2010,Recovery,NONHW,1829370.4
2025/12/15,Bulgaria,2015,Recovery,NONHW,730830
2025/12/15,Czechia,2011,Disposal,HW,348935.54192800005
2025/12/15,Portugal,2019,Recovery,HW,184016.5885
2025/12/15,Ireland,2020,Recovery,NONHW,4259437.718300001
2025/12/15,Belgium,2015,Disposal,NONHW,2734773.021
2025/12/15,Italy,2007,Recovery,HW,1242729.842
2025/12/15,Lithuania,2020,Disposal,NONHW,14212.44
2025/12/15,Lithuania,2020,Recovery,HW,33156.58
2025/12/15,Romania,2014,Recovery,NONHW,3581868.804
2025/12/15,Latvia,2022,Disposal,NONHW,766517.1159999998
2025/12/15,Estonia,2018,Recovery,NONHW,570118
2025/12/15,Luxembourg,2011,Disposal,NONHW,125434
2025/12/15,Slovenia,2019,Disposal,HW,54903.53999999999
2025/12/15,Netherlands,2009,Recovery,HW,2327147.209
2025/12/15,Luxembourg,2021,Disposal,HW,16180.189999999999
2025/12/15,Austria,2008,Recovery,HW,244538.74099999995
2025/12/15,Greece,2023,Recovery,NONHW,809854
2025/12/15,Hungary,2019,Disposal,HW,163264.05
2025/12/15,Netherlands,2012,Recovery,HW,1905285.432
2025/12/15,France,2022,Recovery,HW,2041763.6399590005
2025/12/15,Bulgaria,2018,Disposal,NONHW,6626425
2025/12/15,Romania,2009,Disposal,NONHW,2947804.7399999998
2025/12/15,Finland,2013,Disposal,HW,373277.07000000007
2025/12/15,Portugal,2018,Disposal,NONHW,415977.11569999997
2025/12/15,Luxembourg,2015,Disposal,NONHW,113210.3
2025/12/15,Finland,2014,Disposal,NONHW,2251422.92
2025/12/15,Finland,2016,Recovery,NONHW,6202650.36
2025/12/15,Serbia,2014,Disposal,NONHW,299084
2025/12/15,Sweden,2015,Disposal,NONHW,1222279.376
2025/12/15,Finland,2024,Disposal,HW,786594.0359999998
2025/12/15,Netherlands,2024,Disposal,NONHW,4913473.813
2025/12/15,Slovakia,2010,Disposal,NONHW,281208.81
2025/12/15,Norway,2014,Disposal,NONHW,293124.80000000005
2025/12/15,Serbia,2021,Disposal,NONHW,249186.03665999995
2025/12/15,Germany,2022,Recovery,NONHW,67444410.77400701
2025/12/15,France,2015,Recovery,HW,2024623.8086999997
2025/12/15,Luxembourg,2024,Disposal,HW,583331.3700000001
2025/12/15,Serbia,2012,Disposal,NONHW,12269
2025/12/15,Switzerland,2021,Disposal,HW,355529.822
2025/12/15,Estonia,2012,Recovery,HW,559377.4000000001
2025/12/15,Finland,2018,Disposal,NONHW,2448288.289
2025/12/15,Estonia,2022,Recovery,HW,29956.670000000006
2025/12/15,Estonia,2011,Recovery,NONHW,840682.9
2025/12/15,Luxembourg,2007,Recovery,NONHW,1017361
2025/12/15,Sweden,2019,Recovery,NONHW,6766615.2870000005
2025/12/15,Portugal,2013,Recovery,NONHW,2079524.2110000001
2025/12/15,Norway,2008,Disposal,HW,570842.4529999999
2025/12/15,Bulgaria,2012,Recovery,HW,41526.490000000005
2025/12/15,Croatia,2020,Recovery,NONHW,321406.13
2025/12/15,Switzerland,2019,Recovery,HW,245645.93600000005
2025/12/15,Sweden,2009,Disposal,NONHW,1179737.5
2025/12/15,Malta,2015,Disposal,NONHW,2012
2025/12/15,Ireland,2009,Disposal,NONHW,2116582.3969999994
2025/12/15,Spain,2009,Recovery,NONHW,6538170.0432
2025/12/15,Spain,2014,Disposal,NONHW,6464388.351
2025/12/15,Bulgaria,2016,Disposal,HW,49251.07000000001
2025/12/15,Poland,2021,Disposal,HW,323274.91149999993
2025/12/15,Slovakia,2019,Disposal,HW,111504.95
2025/12/15,Slovenia,2022,Recovery,HW,51589.43
2025/12/15,Ireland,2008,Recovery,HW,202091.85299999997
2025/12/15,Norway,2010,Disposal,HW,759541.5660000001
2025/12/15,Germany,2024,Recovery,NONHW,79273834.9393
2025/12/15,Latvia,2014,Recovery,HW,11293.850000000002
2025/12/15,Germany,2017,Disposal,HW,4177480.067209999
2025/12/15,Belgium,2024,Recovery,NONHW,12211765.29
2025/12/15,Cyprus,2020,Recovery,NONHW,74260
2025/12/15,Cyprus,2021,Recovery,HW,7058.1900000000005
2025/12/15,Bulgaria,2015,Disposal,HW,19967.31
2025/12/15,Croatia,2023,Disposal,HW,27732.527499999986
2025/12/15,Ireland,2011,Disposal,HW,79031.01560000001
2025/12/15,Slovakia,2008,Disposal,HW,86178.40599999999
2025/12/15,Croatia,2022,Recovery,HW,16783.463
2025/12/15,Slovenia,2009,Recovery,NONHW,314413.10000000003
2025/12/15,Greece,2022,Recovery,NONHW,920291.5
2025/12/15,Bulgaria,2012,Disposal,NONHW,10502690
2025/12/15,Sweden,2020,Recovery,NONHW,6595979.7
2025/12/15,Iceland,2014,Recovery,HW,17828
2025/12/15,Switzerland,2020,Recovery,HW,224920.16999999998
2025/12/15,Croatia,2014,Recovery,HW,8230.717
2025/12/15,Greece,2017,Disposal,HW,14255.773000000001
2025/12/15,Iceland,2011,Disposal,NONHW,4343
2025/12/15,Belgium,2021,Recovery,NONHW,11317336.322
2025/12/15,Luxembourg,2021,Disposal,NONHW,41250
2025/12/15,Greece,2020,Recovery,HW,243467.53999999998
2025/12/15,Spain,2022,Recovery,NONHW,13603770.667
2025/12/15,Switzerland,2018,Disposal,NONHW,920569.95
2025/12/15,Hungary,2008,Disposal,NONHW,1274639.8900000001
2025/12/15,Croatia,2019,Disposal,HW,16672.442999999996
2025/12/15,Malta,2008,Recovery,HW,12296.920000000002
2025/12/15,Slovakia,2011,Recovery,NONHW,905104.5800000001
2025/12/15,Netherlands,2023,Recovery,HW,4106079.682
2025/12/15,Iceland,2016,Recovery,NONHW,114630
2025/12/15,Romania,2008,Disposal,NONHW,3519878.4300000006
2025/12/15,Denmark,2018,Disposal,HW,71561.59
2025/12/15,Germany,2012,Recovery,HW,9074385.975121997
2025/12/15,Finland,2007,Disposal,NONHW,5824799.85
2025/12/15,Ireland,2022,Disposal,NONHW,1624891.944
2025/12/15,Sweden,2007,Recovery,NONHW,2047412.5
2025/12/15,Latvia,2010,Recovery,HW,726.7
2025/12/15,Slovakia,2013,Disposal,NONHW,331687.546
2025/12/15,Netherlands,2015,Disposal,HW,766495.2182000001
2025/12/15,Slovenia,2012,Disposal,HW,44032.487
2025/12/15,Luxembourg,2008,Recovery,NONHW,999110
2025/12/15,Hungary,2007,Disposal,NONHW,548114.75
2025/12/15,Hungary,2016,Recovery,HW,147452.19999999998
2025/12/15,Belgium,2010,Disposal,HW,545939.248
2025/12/15,Norway,2007,Disposal,HW,646076.3389999999
2025/12/15,Iceland,2019,Recovery,NONHW,6852
2025/12/15,Romania,2014,Disposal,HW,19575.9023
2025/12/15,Luxembourg,2022,Recovery,NONHW,507140
2025/12/15,Bulgaria,2016,Recovery,NONHW,740150
2025/12/15,Ireland,2015,Recovery,HW,104445.64679999999
2025/12/15,Norway,2010,Recovery,NONHW,836342.03
2025/12/15,Greece,2015,Recovery,NONHW,494485.83
2025/12/15,Malta,2019,Disposal,HW,1247.2719999999995
2025/12/15,Ireland,2012,Recovery,NONHW,2435260.182
2025/12/15,Belgium,2012,Recovery,NONHW,8830853.332
2025/12/15,Slovakia,2009,Disposal,HW,69771.20999999999
2025/12/15,Lithuania,2010,Disposal,NONHW,52945.5
2025/12/15,Luxembourg,2012,Disposal,HW,7209.796
2025/12/15,Slovakia,2018,Recovery,NONHW,1058686.546
2025/12/15,Lithuania,2020,Disposal,HW,1729.923
2025/12/15,Austria,2008,Recovery,NONHW,1651442
2025/12/15,United Kingdom,2007,Disposal,HW,5370900.8551
2025/12/15,Sweden,2012,Recovery,HW,404345.478
2025/12/15,Romania,2014,Recovery,HW,156748.037
2025/12/15,France,2019,Disposal,HW,1861835.1010860004
2025/12/15,Austria,2017,Recovery,NONHW,1635182.7
2025/12/15,Hungary,2010,Recovery,HW,70897.83999999998
2025/12/15,Croatia,2021,Disposal,NONHW,131640.724
2025/12/15,Germany,2008,Disposal,HW,3074633.157
2025/12/15,Poland,2021,Recovery,NONHW,51408227.317
