FacilityInspireId,facilityName,countryName,Longitude,Latitude,NUTS_ID,CNTR_CODE,pollutant_def
SI.ARSO/000000011.FACILITY,Alpacem Cement Anhovo,Slovenia,13.628036,46.06865,SI04,SI,excl_biomass
https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-2719142-00000000,Maxauer Papierfabrik GmbH ,Germany,8.31327,49.04256,DE12,DE,excl_biomass
CZ.MZP.A100/CZ43518031.FACILITY,závod Radotín,Czechia,14.33978782,49.99618792,CZ01,CZ,excl_biomass
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00860,"DS Smith Paper Deutschland GmbH, Werk Aschaffenburg",Germany,9.155849276374886,49.9881697466161,DE26,DE,excl_biomass
https://registry.gdi-de.org/id/de.ni.mu/06060316030,GKH - Gemeinschaftskraftwerk Hannover GmbH,Germany,9.6476,52.42032,DE92,DE,excl_biomass
UK.CAED/NRW170266.FACILITY,Pembroke Refinery,United Kingdom,-5.02788,51.68669,UKL1,UK,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002577.ProductionFacility,"Finnsementti Oy, Lappeenrannan sementtitehdas",Finland,28.17438,61.03057,FI1C,FI,excl_biomass
SE.CAED/10024059.Facility,Hedensbyns kraftvärmeverk,Sweden,21.04404,64.74415,SE33,SE,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001170.ProductionFacility,"Helen Oy, Salmisaaren voimalaitokset",Finland,24.90581,60.1604,FI1B,FI,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000003500.ProductionFacility,"Borealis Polymers Oy, Petrokemian laitokset",Finland,25.5211,60.30049,FI1B,FI,excl_biomass
CZ.MZP.T802/CZ33886785.FACILITY,Teplárna Frýdek-Místek,Czechia,18.32445365,49.69812255,CZ08,CZ,excl_biomass
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00935,"Heidelberg Materials AG, Zementwerk Lengfurt",Germany,9.617891164731216,49.80845200690917,DE26,DE,excl_biomass
SE.CAED/10022145.Facility,Alleima Tube AB,Sweden,16.79534,60.6167,SE31,SE,excl_biomass
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-114000-100-0250693,EGK Entsorgungsgesellschaft Krefeld GmbH & Co. KG,Germany,6.6344,51.37891,DEA1,DE,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility,"Metsä Board Oyj, Simpeleen kartonkitehdas",Finland,29.34397,61.43514,FI1C,FI,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100204977.ProductionFacility,"Nordkalk Oy Ab, Raahen kalkinpolttamo",Finland,24.41319,64.65493,FI1D,FI,excl_biomass
EE.KAUR.TTR/192.FACILITY,"Enefit Power AS, Auvere elektrijaam",Estonia,27.8935658964,59.270467278,EE00,EE,excl_biomass
NL.RIVM/000203273.FACILITY,RWE Eemshaven Holding II B.V.,Netherlands,6.86172,53.44212,NL11,NL,excl_biomass
BG.CAED/005000005.FACILITY,Cement company Holcim BG,Bulgaria,23.463966,43.28318,BG31,BG,excl_biomass
CZ.MZP.U426/CZ95978240.FACILITY,Elektrárna Ledvice,Czechia,13.78065568,50.57647677,CZ04,CZ,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001833.ProductionFacility,"UPM-Kymmene Oyj, Pietarsaaren tehtaat",Finland,22.70534,63.70312,FI19,FI,excl_biomass
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-315000-300-1350016,AVG Abfallentsorgungs- und Verwertungsgesellschaft Köln mbH,Germany,6.94885,51.00688,DEA2,DE,excl_biomass
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23019618,1Heiz Energie GmbH Binnenhafen Eberswalde,Germany,13.77847,52.85126,DE40,DE,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000003238.ProductionFacility,"Fortum Power and Heat Oy, Kivenlahden lämpökeskus",Finland,24.62883,60.16132,FI1B,FI,excl_biomass
NO.EEA/0704.0064.01.FACILITY,"Esso Norge, Slagentangen",Norway,10.5136118,59.3211441,NO09,NO,excl_biomass
SE.CAED/10016162.Facility,Sandviksverket,Sweden,14.83779,56.86799,SE21,SE,excl_biomass
CZ.MZP.S206/CZ33698019.FACILITY,Elektrárna Mělník,Czechia,14.41332782,50.41451601,CZ02,CZ,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000011179.ProductionFacility,"Sappi Finland Operations Oy, Kirkniemen voimalaitos",Finland,23.94552,60.19051,FI1B,FI,excl_biomass
SE.CAED/10024717.Facility,Smurfit Westrock Piteå AB,Sweden,21.44037,65.31475,SE33,SE,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001726.ProductionFacility,"Neste Oyj, Naantalin Terminaali",Finland,22.09755,60.44674,FI1C,FI,excl_biomass
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/80000011,Dyckerhoff GmbH Werk Amöneburg ,Germany,8.257,50.03191,DE71,DE,excl_biomass
CZ.MZP.K413/CZ88718507.FACILITY,Elektrárna Tisová,Czechia,12.6102165,50.15217856,CZ04,CZ,excl_biomass
