country_code,year,verified_emissions_t,log_emissions,d_log_emissions,dii_high_share_manufacturing,dii_version,dii_high_share_d35,dii_high_share_c_or_d35,eibis_digital_multi,gdp_per_capita,d_log_gdp_per_capita,energy_import_dependency_pct,eu_accession_cohort,dii_version_break_vs_prior_year
IT,2011,189958180.0,19.062314500634884,-0.008029237826150393,,,,,,30550.0,0.003607152624120147,81.353,EU-15,True
IT,2012,179069626.0,19.003285260242045,-0.059029240392838744,,,,,,29510.0,-0.03463549666275689,79.109,EU-15,True
IT,2013,164499980.0,18.918421006589146,-0.08486425365289918,,,,,,28920.0,-0.020195791664283647,76.736,EU-15,True
IT,2014,152581871.0,18.84321186897089,-0.07520913761825554,,,,,,28910.0,-0.0003458412623089657,75.811,EU-15,True
IT,2015,156206307.0,18.866688172275573,0.0234763033046832,0.0944,1,,0.0944,,29210.0,0.01032356037139337,77.03,EU-15,True
IT,2016,154956291.0,18.858653641567475,-0.008034530708098231,0.0699,1,,0.0699,,29630.0,0.014276245185824266,77.653,EU-15,False
IT,2017,155331759.0,18.861073768177317,0.0024201266098415886,0.09399999999999999,1,,0.09399999999999999,,30160.0,0.017729181554281936,76.979,EU-15,False
IT,2018,146482048.0,18.802413439663702,-0.058660328513614246,0.0794,1,,0.0794,,30470.0,0.010226049857863018,76.338,EU-15,False
IT,2019,140942002.0,18.763859030388346,-0.03855440927535625,0.16079999999999997,1,,0.16079999999999997,,30680.0,0.006868383501437592,77.484,EU-15,False
IT,2020,126028578.0,18.65201924872217,-0.11183978166617692,0.1479,2,,0.1479,,28100.0,-0.08784140015935549,73.454,EU-15,True
IT,2021,131474799.0,18.694325748630757,0.04230649990858737,0.1754,3,0.40299999999999997,0.2892,,30760.0,0.09044556829774386,73.416,EU-15,True
IT,2022,136294721.0,18.730330165175694,0.03600441654493736,0.25439999999999996,4,,0.25439999999999996,,32310.0,0.04916163519896344,79.49,EU-15,True
IT,2023,114784026.0,18.558562885826525,-0.1717672793491687,0.2027,3,,0.2027,0.42,32630.0,0.009855330768822057,75.356,EU-15,True
IT,2024,101392574.0,18.43451041172556,-0.12405247410096365,0.26849999999999996,4,,0.26849999999999996,0.44,32900.0,0.008240547166096235,73.884,EU-15,True
IT,2025,101173099.0,18.432343459323096,-0.0021669524024652276,0.3569,3,,0.3569,0.45,33080.0,0.005456212384164161,,EU-15,True
LI,2008,19883.0,9.89762037425808,,,,,,,,,,,True
LI,2009,13379.0,9.50144159247362,-0.3961787817844602,,,,,,,,,,True
LI,2010,1796.0,7.493317248862145,-2.008124343611475,,,,,,,,,,True
LI,2011,1546.0,7.343426229147367,-0.14989101971477847,,,,,,,,,,True
LI,2012,1096.0,6.999422467507961,-0.3440037616394056,,,,,,,,,,True
LI,2013,943.0,6.849066282633458,-0.15035618487450364,,,,,,,,,,True
LI,2014,309.0,5.733341276897746,-1.1157250057357118,,,,,,,,,,True
LI,2015,290.0,5.66988092298052,-0.06346035391722626,,,,,,,,,,True
LI,2016,151.0,5.017279836814924,-0.6526010861655953,,,,,,,,,,False
LI,2017,516.0,6.246106765481563,1.2288269286666385,,,,,,,,,,False
LI,2018,341.0,5.831882477283517,-0.4142242881980458,,,,,,,,,,False
